roberto_reward,marvin_reward,reward
-1011.6,-1011.6,-2023.2
-1009.1,-1009.1,-2018.2
-20.7,-20.401,-41.101
-19.501,-21.201,-40.702
-1014.62,-1014.62,-2029.25
-18.82,-18.701,-37.521
-1015.31,-1015.31,-2030.62
-1017.9,-1017.9,-2035.8
-18.602,-18.401,-37.003
-18.2,-19.1,-37.3
-18.602,-19.001,-37.603
-18.001,-18.402,-36.403
-17.602,-18.902,-36.504
-1017.2,-1017.2,-2034.4
-19.204,-18.205,-37.409
-17.902,-19.1,-37.002
-1022.8,-1022.8,-2045.6
-28.302,-144.803,-173.105
-17.602,-19.62,-37.222
-19.902,-20.306,-40.208
-18.1,-19.402,-37.502
-17.901,-18.7,-36.601
-21.5,-21.2,-42.7
-19.7,-18.3,-38
-19.002,-19.302,-38.304
-20.9,-18.827,-39.727
-18.1,-19.501,-37.601
-18.4,-18.302,-36.702
-21.201,-22.001,-43.202
-1004.9,-1004.9,-2009.8
-18.3,-19.002,-37.302
-18.002,-18.7,-36.702
-22.921,-21.701,-44.622
-1005.3,-1005.3,-2010.61
-18.308,-18.201,-36.509
-1004.2,-1004.2,-2008.4
-20.802,-21.002,-41.804
-1005,-1005,-2010.01
-18.3,-19.401,-37.701
-19.2,-19.502,-38.702
-1014.5,-1014.5,-2029
-18.902,-18.101,-37.003
-22.608,-20.001,-42.609
-1009.9,-1009.9,-2019.81
-18.702,-18.804,-37.506
-18.003,-19.502,-37.505
-1053.8,-1053.8,-2107.6
-19.3,-19.3,-38.6
-17.6,-19.102,-36.702
-18.504,-19.6,-38.104
-32.409,-23.001,-55.41
-1007.2,-1007.2,-2014.4
-20.401,-20.202,-40.603
-19.102,-18.011,-37.113
-21.401,-19.306,-40.707
-22.609,-21.001,-43.61
-20.103,-19.203,-39.306
-18,-19.502,-37.502
-24.3,-23.401,-47.701
-1014.8,-1014.8,-2029.61
-1059.7,-1059.7,-2119.4
-1060.91,-1060.91,-2121.81
-18.3,-18.501,-36.801
-18.908,-18.1,-37.008
-1023.31,-1023.31,-2046.63
-18.401,-19.218,-37.619
-17.917,-19.601,-37.518
-19.509,-18.903,-38.412
-18.203,-20.102,-38.305
-18.6,-18.702,-37.302
-1064.1,-1064.1,-2128.21
-21.101,-21.904,-43.005
-18.502,-19.501,-38.003
-22.201,-24.3,-46.501
-18.601,-17.201,-35.802
-18.605,-19.802,-38.407
-18.51,-18.7,-37.21
-18.201,-19.102,-37.303
-18.302,-18.302,-36.604
-19.702,-18.703,-38.405
-18.1,-18.9,-37
-20.701,-17.801,-38.502
-20.902,-20.401,-41.303
-20.8,-19.11,-39.91
-20.705,-17.703,-38.408
-18.502,-19.924,-38.426
-1069.7,-1069.7,-2139.4
-18.22,-19.4,-37.62
-18.107,-19,-37.107
-19.602,-19.101,-38.703
-18.703,-20.204,-38.907
-1003.2,-1003.2,-2006.4
-1020.32,-1020.32,-2040.63
-19.503,-17.9,-37.403
-19.8,-18.7,-38.5
-22.701,-19.202,-41.903
-141.8,-200,-341.8
-17.803,-18.202,-36.005
-18.507,-18.601,-37.108
-19,-18.5,-37.5
