type,wx,wy,d1,d2,d3,d4,E_reward,roberto_reward,marvin_reward,reward
exploit,11.435,18.300,1.677,9.976,0.450,1.100,-39.067779541015625,-26.879,-46.68,-73.559
exploit,11.735,18.350,1.756,10.142,0.400,1.150,-38.98273468017578,-29.976,-51.288,-81.264
exploit,10.435,18.350,2.897,11.262,0.400,1.150,-38.448707580566406,-29.686,-48.686,-78.372
exploit,10.535,18.350,2.777,11.359,0.400,1.150,-38.38313293457031,-29.841,-49.743,-79.584
exploit,14.185,17.600,0.904,7.302,1.150,0.400,-41.25517272949219,-26.495,-39.895,-66.39
exploit,14.335,17.600,1.080,7.508,1.150,0.400,-47.24040985107422,-27.293,-40.893,-68.186
exploit,15.085,18.350,1.814,6.672,0.400,1.150,-48.83839797973633,-29.291,-40.393,-69.684
exploit,15.035,17.600,1.919,6.509,1.150,0.400,-48.907562255859375,-28.009,-36.809,-64.818
exploit,15.085,17.600,1.836,6.677,1.150,0.400,-49.63288879394531,-28.757,-39.157,-67.914
exploit,14.035,18.350,0.902,7.750,0.400,1.150,-51.24760055541992,-29.964,-36.563,-66.527
exploit,9.835,17.600,3.472,11.928,1.275,0.400,-50.71274185180664,-29.036,-49.137,-78.173
exploit,9.685,17.600,3.550,12.121,1.218,0.400,-52.65159225463867,-29.541,-48.941,-78.482
exploit,15.485,17.600,2.182,6.316,1.150,0.400,-54.768211364746094,-30.431,-35.831,-66.262
exploit,12.185,18.350,1.162,9.643,0.400,1.150,-54.5401496887207,-30.574,-51.073,-81.647
exploit,17.035,18.350,3.995,4.404,0.400,1.150,-43.64490509033203,-134.275,-36.772,-171.047
exploit,13.885,18.350,0.955,7.859,0.400,1.150,-52.87765884399414,-27.231,-37.93,-65.161
exploit,13.635,18.350,0.993,7.825,0.400,1.150,-52.677520751953125,-25.992,-40.193,-66.185
exploit,16.135,18.350,2.890,5.663,0.400,1.150,-55.31687545776367,-132.86,-35.265,-168.125
exploit,16.085,18.350,2.828,5.642,0.400,1.150,-55.10649108886719,-134.313,-33.31,-167.623
exploit,14.735,18.350,1.865,6.788,0.400,1.150,-54.83561706542969,-27.866,-37.164,-65.03
exploit,14.985,18.350,1.899,6.726,0.400,1.150,-54.852500915527344,-29.207,-39.006,-68.213
exploit,14.135,17.600,0.988,7.671,1.150,0.400,-54.18046188354492,-26.539,-39.54,-66.079
exploit,15.485,17.600,2.103,6.244,1.150,0.400,-55.11905288696289,-152.949,-200,-352.949
exploit,9.185,17.600,4.061,12.589,1.150,0.400,-53.28192138671875,-33.84,-56.84,-90.68
exploit,14.835,17.600,1.648,6.829,1.150,0.400,-44.014549255371094,-29.043,-35.944,-64.987
exploit,14.985,17.600,1.723,6.882,1.150,0.400,-41.82931900024414,-26.554,-35.356,-61.91
exploit,14.885,17.600,1.740,6.916,1.150,0.400,-46.50071716308594,-29.473,-40.474,-69.947
exploit,14.635,17.600,1.542,7.061,1.150,0.400,-54.85905075073242,-27.071,-34.872,-61.943
exploit,14.885,17.600,1.610,6.871,1.150,0.400,-56.85437774658203,-26.62,-34.12,-60.74
exploit,14.885,17.600,1.623,6.831,1.150,0.400,-57.67106628417969,-26.922,-33.123,-60.045
exploit,9.285,18.350,4.061,12.597,0.400,1.150,-56.984413146972656,-32.298,-61.797,-94.095
exploit,9.185,18.350,4.051,12.609,0.400,1.150,-56.898345947265625,-30.469,-54.37,-84.839
exploit,14.935,17.600,1.651,6.849,1.150,0.400,-58.203704833984375,-28.173,-34.072,-62.245
exploit,14.785,17.600,1.739,6.873,1.150,0.400,-56.58564376831055,-29.562,-40.663,-70.225
exploit,10.435,17.600,2.784,11.253,1.150,0.400,-58.68919372558594,-31.051,-55.755,-86.806
exploit,12.285,18.350,0.966,9.062,0.400,1.150,-54.33076858520508,-26.901,-40.506,-67.407
explore,9.635,18.000,3.475,12.035,0.828,0.800,-80.61602020263672,-158.464,-200,-358.464
exploit,14.135,17.600,0.900,7.569,1.150,0.400,-58.4698486328125,-30.193,-38.891,-69.084
exploit,14.035,18.350,0.779,7.808,0.400,1.150,-59.53072738647461,-26.873,-40.571,-67.444
exploit,12.485,17.600,0.866,9.369,1.150,0.400,-58.87495422363281,-30.369,-42.27,-72.639
exploit,15.085,18.350,1.817,6.594,0.400,1.150,-58.56366729736328,-29.562,-41.56,-71.122
exploit,14.135,18.350,0.800,7.711,0.400,1.150,-59.45293045043945,-26.887,-37.885,-64.772
exploit,14.835,17.600,1.702,6.876,1.150,0.400,-58.888790130615234,-28.946,-41.548,-70.494
exploit,14.785,17.600,1.569,6.965,1.150,0.400,-60.23821258544922,-31.043,-40.442,-71.485
exploit,14.835,17.600,1.668,6.930,1.150,0.400,-59.609344482421875,-28.403,-35.102,-63.505
exploit,11.785,17.600,1.561,9.998,1.150,0.400,-60.375205993652344,-31.501,-41.601,-73.102
exploit,13.985,18.350,1.000,7.764,0.400,1.150,-59.76938247680664,-27.887,-40.988,-68.875
exploit,13.885,18.350,0.973,7.787,0.400,1.150,-59.857688903808594,-26.771,-38.766,-65.537
exploit,14.085,17.600,0.986,7.612,1.150,0.400,-60.10028839111328,-27.821,-38.922,-66.743
exploit,14.235,17.600,0.985,7.582,1.150,0.400,-60.45725631713867,-28.089,-40.587,-68.676
explore,9.685,17.800,3.494,12.050,1.031,0.600,-153.33828735351562,-35.824,-56.523,-92.347
exploit,11.685,18.350,1.515,9.953,0.400,1.150,-60.58606719970703,-25.24,-45.439,-70.679
exploit,11.835,18.350,1.455,9.889,0.400,1.150,-60.758819580078125,-28.549,-46.348,-74.897
exploit,14.785,18.350,1.816,6.775,0.400,1.150,-61.64818572998047,-27.781,-39.281,-67.062
exploit,15.185,18.350,2.042,6.595,0.400,1.150,-61.06829071044922,-34.95,-41.649,-76.599
exploit,14.785,17.600,1.628,6.860,1.150,0.400,-61.82402420043945,-30.47,-38.269,-68.739
exploit,14.085,18.350,0.805,7.698,0.400,1.150,-61.28087615966797,-26.687,-36.886,-63.573
exploit,14.035,17.600,1.036,7.646,1.150,0.400,-60.827484130859375,-28.377,-37.578,-65.955
exploit,13.735,18.350,0.901,7.853,0.400,1.150,-62.00664520263672,-26.003,-38.816,-64.819
exploit,14.835,17.600,1.638,6.873,1.150,0.400,-62.1993293762207,-29.494,-38.597,-68.091
exploit,14.885,17.600,1.715,6.843,1.150,0.400,-62.040504455566406,-29.326,-34.624,-63.95
exploit,14.835,17.600,1.668,6.934,1.150,0.400,-61.519222259521484,-30.164,-36.164,-66.328
exploit,12.335,18.350,1.011,9.123,0.400,1.150,-58.475528717041016,-28.573,-46.872,-75.445
exploit,10.535,18.350,2.697,11.277,0.400,1.150,-62.04300308227539,-30.073,-47.974,-78.047
exploit,14.885,17.600,1.744,6.891,1.150,0.400,-60.931365966796875,-29.569,-37.87,-67.439
exploit,12.185,17.600,0.972,9.336,1.150,0.400,-62.38146209716797,-32.463,-46.963,-79.426
exploit,12.085,17.600,0.916,9.439,1.150,0.400,-62.06806945800781,-29.015,-44.915,-73.93
exploit,14.135,18.350,0.733,7.694,0.400,1.150,-60.21401596069336,-27.963,-38.762,-66.725
exploit,14.035,18.350,0.882,7.674,0.400,1.150,-62.526397705078125,-28.508,-34.514,-63.022
exploit,13.785,18.350,0.892,7.881,0.400,1.150,-62.48332977294922,-27.006,-39.404,-66.41
exploit,13.935,18.350,0.999,7.754,0.400,1.150,-62.44230651855469,-27.573,-37.973,-65.546
exploit,14.135,17.600,0.993,7.459,1.150,0.400,-63.36260223388672,-29.788,-38.688,-68.476
exploit,11.785,17.600,1.715,10.032,1.150,0.400,-61.912506103515625,-29.403,-48.703,-78.106
exploit,11.635,17.600,1.734,10.013,1.150,0.400,-60.911521911621094,-28.885,-48.186,-77.071
exploit,14.935,18.350,1.758,6.780,0.400,1.150,-63.80141830444336,-28.65,-34.943,-63.593
exploit,15.035,18.350,1.924,6.725,0.400,1.150,-62.99835968017578,-31.716,-41.518,-73.234
exploit,14.135,17.600,0.934,7.509,1.150,0.400,-63.533782958984375,-29.652,-37.053,-66.705
explore,8.935,17.950,3.983,12.547,0.806,0.750,-93.85736846923828,-160.896,-200,-360.896
exploit,13.735,18.350,0.950,7.786,0.400,1.150,-63.166526794433594,-27.643,-37.742,-65.385
exploit,14.935,17.600,1.709,6.832,1.150,0.400,-63.493995666503906,-30.483,-39.985,-70.468
exploit,14.935,17.600,1.654,6.838,1.150,0.400,-63.54412841796875,-27.108,-37.709,-64.817
exploit,14.735,17.600,1.568,6.893,1.150,0.400,-63.860313415527344,-28.933,-34.832,-63.765
exploit,11.435,18.350,1.760,9.897,0.400,1.150,-59.492733001708984,-28.721,-49.723,-78.444
exploit,13.985,18.350,0.886,7.681,0.400,1.150,-63.7105598449707,-26.098,-38.599,-64.697
exploit,14.985,17.600,1.700,6.848,1.150,0.400,-63.58735656738281,-27.094,-35.692,-62.786
exploit,14.185,17.600,1.023,7.618,1.150,0.400,-62.98942947387695,-27.366,-37.866,-65.232
exploit,13.985,18.350,1.034,7.725,0.400,1.150,-63.21101760864258,-26.475,-36.674,-63.149
exploit,14.785,17.600,1.724,6.871,1.150,0.400,-62.70729064941406,-29.527,-37.527,-67.054
exploit,17.535,18.950,1.107,8.635,0.550,0.450,-37.61109924316406,-155.475,-160.175,-315.65
exploit,13.885,18.350,0.925,7.809,0.400,1.150,-63.44306945800781,-27.157,-38.355,-65.512
exploit,14.135,18.350,0.923,7.549,0.400,1.150,-60.72190856933594,-27.283,-39.985,-67.268
exploit,14.285,18.350,1.056,7.526,0.400,1.150,-63.06005096435547,-29.144,-38.341,-67.485
exploit,12.235,18.350,1.076,9.535,0.400,1.150,-62.89641571044922,-28.947,-45.348,-74.295
exploit,12.335,18.350,0.939,9.435,0.400,1.150,-61.64881896972656,-25.626,-41.026,-66.652
exploit,12.035,17.600,1.059,9.621,1.150,0.400,-62.808616638183594,-34.245,-52.246,-86.491
exploit,14.185,18.350,0.857,7.638,0.400,1.150,-62.1125373840332,-26.883,-39.985,-66.868
exploit,14.235,18.350,0.891,7.632,0.400,1.150,-62.6920166015625,-26.535,-38.136,-64.671
exploit,14.885,17.600,1.706,6.840,1.150,0.400,-63.91382598876953,-32.143,-40.743,-72.886
exploit,15.185,17.600,1.738,6.843,1.150,0.400,-63.54154586791992,-29.491,-41.392,-70.883
exploit,14.585,17.600,1.626,6.911,1.150,0.400,-64.04448699951172,-29.257,-42.657,-71.914
exploit,15.135,18.350,1.902,6.771,0.400,1.150,-63.7353515625,-30.671,-39.371,-70.042
exploit,10.435,18.350,2.913,11.212,0.400,1.150,-63.19646453857422,-31.452,-49.054,-80.506
exploit,14.085,18.350,0.805,7.652,0.400,1.150,-61.683807373046875,-27.448,-38.849,-66.297
exploit,14.185,17.600,1.011,7.556,1.150,0.400,-64.39254760742188,-27.941,-39.242,-67.183
exploit,14.135,18.350,0.805,7.536,0.400,1.150,-59.17448425292969,-26.413,-38.712,-65.125
exploit,14.235,17.600,0.900,7.412,1.150,0.400,-60.75872039794922,-27.886,-34.788,-62.674
exploit,14.035,17.600,0.924,7.564,1.150,0.400,-64.71344757080078,-28.645,-36.546,-65.191
exploit,14.135,18.350,0.905,7.655,0.400,1.150,-64.31749725341797,-27.559,-40.959,-68.518
exploit,14.785,17.600,1.632,6.976,1.150,0.400,-64.18020629882812,-29.561,-40.062,-69.623
exploit,14.985,17.600,1.632,6.929,1.150,0.400,-64.45133972167969,-30.055,-36.655,-66.71
exploit,14.185,17.600,0.998,7.480,1.150,0.400,-64.22520446777344,-27.582,-39.385,-66.967
exploit,14.285,17.600,1.020,7.494,1.150,0.400,-64.51617431640625,-27.428,-41.328,-68.756
exploit,12.335,18.350,0.963,9.449,0.400,1.150,-64.48299407958984,-32.576,-45.876,-78.452
exploit,13.985,18.350,1.001,7.732,0.400,1.150,-64.59378051757812,-26.726,-38.823,-65.549
exploit,15.085,18.350,1.882,6.795,0.400,1.150,-64.37162017822266,-33.113,-42.913,-76.026
exploit,14.885,17.600,1.700,6.846,1.150,0.400,-64.97210693359375,-29.262,-34.662,-63.924
exploit,14.035,18.350,0.979,7.693,0.400,1.150,-64.98905944824219,-26.316,-35.717,-62.033
explore,15.285,18.300,1.874,6.568,0.450,1.100,-68.4845199584961,-30.238,-36.138,-66.376
exploit,14.035,18.350,0.942,7.722,0.400,1.150,-64.85977172851562,-27.45,-37.951,-65.401
exploit,14.185,18.350,1.034,7.694,0.400,1.150,-64.50233459472656,-27.876,-38.378,-66.254
exploit,13.985,18.350,0.925,7.733,0.400,1.150,-64.91911315917969,-26.66,-40.356,-67.016
exploit,14.735,17.600,1.701,6.868,1.150,0.400,-64.488037109375,-26.536,-33.235,-59.771
exploit,13.835,18.350,0.999,7.689,0.400,1.150,-64.9909439086914,-28.199,-36.1,-64.299
exploit,13.935,18.350,0.984,7.725,0.400,1.150,-64.870849609375,-26.028,-38.927,-64.955
exploit,14.885,17.600,1.675,6.887,1.150,0.400,-64.35213470458984,-27.528,-35.528,-63.056
exploit,18.885,18.900,1.963,6.765,0.500,0.550,-55.257713317871094,-144.68,-151.378,-296.058
explore,14.885,18.100,1.678,6.715,0.650,0.900,-76.65677642822266,-138.611,-140.212,-278.823
exploit,14.285,18.350,1.406,7.292,0.400,1.150,-62.464454650878906,-27.029,-35.328,-62.357
exploit,14.385,18.350,1.297,7.360,0.400,1.150,-60.701622009277344,-27.574,-39.574,-67.148
exploit,14.235,18.350,1.054,7.488,0.400,1.150,-63.04683303833008,-27.379,-40.579,-67.958
exploit,14.435,18.350,1.251,7.311,0.400,1.150,-63.53528594970703,-25.82,-39.32,-65.14
exploit,14.485,17.600,1.239,6.892,1.150,0.400,-54.66285705566406,-27.241,-34.039,-61.28
exploit,14.435,18.350,1.344,7.348,0.400,1.150,-62.583465576171875,-27.605,-39.104,-66.709
exploit,14.285,18.350,1.280,7.454,0.400,1.150,-61.913421630859375,-27.45,-38.148,-65.598
exploit,14.585,17.600,1.553,7.072,1.150,0.400,-63.33671951293945,-26.865,-36.665,-63.53
explore,11.885,17.700,1.406,9.983,1.050,0.500,-71.00382995605469,-34.276,-51.877,-86.153
exploit,14.185,17.600,1.069,7.391,1.150,0.400,-64.30864715576172,-29.09,-39.392,-68.482
exploit,14.385,17.600,1.135,7.455,1.150,0.400,-64.31303405761719,-28.324,-39.122,-67.446
exploit,14.535,17.600,1.547,7.023,1.150,0.400,-64.1360855102539,-27.28,-37.279,-64.559
exploit,14.235,18.350,1.182,7.482,0.400,1.150,-64.36251831054688,-26.381,-38.081,-64.462
exploit,14.485,17.600,1.367,6.882,1.150,0.400,-60.93480682373047,-29.857,-35.257,-65.114
exploit,14.635,17.600,1.512,6.972,1.150,0.400,-64.61793518066406,-28.817,-37.818,-66.635
exploit,18.935,17.600,1.550,6.994,1.275,0.400,-46.438201904296875,-39.605,-39.104,-78.709
exploit,14.285,18.350,1.302,7.407,0.400,1.150,-63.28272247314453,-26.349,-34.449,-60.798
exploit,14.135,18.350,0.930,7.604,0.400,1.150,-64.41387176513672,-26.253,-36.055,-62.308
exploit,14.235,18.350,1.179,7.423,0.400,1.150,-64.65303802490234,-26.611,-38.613,-65.224
exploit,13.935,18.350,0.830,7.660,0.400,1.150,-63.5574951171875,-26.877,-39.877,-66.754
exploit,14.185,18.350,1.292,7.410,0.400,1.150,-63.24361038208008,-27.932,-36.63,-64.562
exploit,14.435,18.350,1.217,7.379,0.400,1.150,-64.68072509765625,-31.027,-39.529,-70.556
exploit,9.835,17.600,3.232,11.618,1.275,0.400,-63.997859954833984,-30.333,-48.836,-79.169
exploit,14.485,18.350,1.252,7.411,0.400,1.150,-64.49430847167969,-27.773,-38.872,-66.645
exploit,14.085,18.350,1.007,7.562,0.400,1.150,-64.99679565429688,-26.467,-35.467,-61.934
exploit,14.135,18.350,1.118,7.608,0.400,1.150,-64.14446258544922,-28.767,-36.768,-65.535
exploit,14.135,18.350,1.118,7.615,0.400,1.150,-63.9486083984375,-27.173,-35.671,-62.844
exploit,14.235,18.350,1.327,7.411,0.400,1.150,-63.0423583984375,-26.947,-38.547,-65.494
exploit,14.385,18.350,1.275,7.389,0.400,1.150,-64.52251434326172,-26.48,-36.678,-63.158
exploit,13.985,18.350,0.867,7.676,0.400,1.150,-64.43743133544922,-26.147,-40.546,-66.693
exploit,13.835,18.350,1.060,7.608,0.400,1.150,-64.795166015625,-25.918,-40.12,-66.038
exploit,14.035,18.350,1.145,7.542,0.400,1.150,-64.50609588623047,-26.01,-39.708,-65.718
exploit,14.285,18.350,1.347,7.419,0.400,1.150,-62.34294509887695,-27.102,-42.202,-69.304
exploit,14.185,17.600,0.998,7.472,1.150,0.400,-64.89218139648438,-26.47,-38.363,-64.833
exploit,14.335,18.350,1.312,7.355,0.400,1.150,-65.07487487792969,-26.685,-36.986,-63.671
exploit,14.385,18.350,1.303,7.438,0.400,1.150,-63.61073303222656,-29.375,-38.275,-67.65
exploit,14.685,17.600,1.635,6.999,1.150,0.400,-64.78138732910156,-27.378,-38.377,-65.755
exploit,14.235,18.350,0.849,7.683,0.400,1.150,-64.34137725830078,-29.398,-37.815,-67.213
exploit,13.885,17.600,0.919,7.536,1.150,0.400,-65.00517272949219,-27.767,-37.567,-65.334
exploit,14.285,18.350,1.257,7.459,0.400,1.150,-64.33857727050781,-27.555,-40.557,-68.112
exploit,14.185,18.350,1.245,7.443,0.400,1.150,-64.84630584716797,-27.186,-34.873,-62.059
exploit,14.185,18.350,0.873,7.568,0.400,1.150,-63.14471435546875,-28.592,-38.991,-67.583
exploit,14.085,18.350,1.012,7.658,0.400,1.150,-65.14413452148438,-26.713,-35.217,-61.93
exploit,13.985,18.350,0.917,7.710,0.400,1.150,-65.33405303955078,-26.117,-41.518,-67.635
exploit,14.185,18.350,0.864,7.620,0.400,1.150,-63.94667434692383,-27.933,-35.634,-63.567
exploit,14.385,18.350,1.339,7.386,0.400,1.150,-64.05813598632812,-26.227,-38.324,-64.551
exploit,14.235,18.350,1.051,7.630,0.400,1.150,-65.08074188232422,-26.69,-39.691,-66.381
exploit,13.835,18.350,1.033,7.688,0.400,1.150,-64.80599975585938,-27.04,-40.742,-67.782
exploit,14.835,17.600,1.682,6.972,1.150,0.400,-64.38606262207031,-27.74,-39.94,-67.68
exploit,14.285,17.600,1.039,7.527,1.150,0.400,-65.23492431640625,-27.416,-38.715,-66.131
exploit,14.285,17.600,1.062,7.565,1.150,0.400,-64.98342895507812,-28.461,-41.96,-70.421
exploit,14.435,18.350,1.406,7.287,0.400,1.150,-65.01618957519531,-26.142,-38.644,-64.786
exploit,14.285,18.350,1.315,7.407,0.400,1.150,-64.22608947753906,-28.975,-37.077,-66.052
exploit,14.035,18.350,0.862,7.683,0.400,1.150,-64.79754638671875,-26.31,-35.111,-61.421
exploit,14.035,18.350,1.083,7.612,0.400,1.150,-65.09820556640625,-30.405,-40.492,-70.897
exploit,14.185,18.350,0.946,7.661,0.400,1.150,-65.2479248046875,-26.866,-40.366,-67.232
exploit,14.335,18.350,1.116,7.562,0.400,1.150,-65.41610717773438,-26.761,-41.268,-68.029
exploit,14.085,18.350,1.057,7.655,0.400,1.150,-65.15792083740234,-28.774,-38.374,-67.148
exploit,14.085,18.350,0.904,7.641,0.400,1.150,-64.93812561035156,-26.194,-38.293,-64.487
exploit,14.035,18.350,0.889,7.740,0.400,1.150,-65.51953125,-26.265,-42.579,-68.844
exploit,14.485,18.350,1.306,7.392,0.400,1.150,-64.91329956054688,-27.949,-39.65,-67.599
explore,12.585,17.750,0.858,9.282,1.000,0.550,-89.59696960449219,-30.599,-48.398,-78.997
exploit,14.035,18.350,1.251,7.505,0.400,1.150,-64.17066955566406,-28.566,-39.165,-67.731
exploit,14.435,18.350,1.383,7.309,0.400,1.150,-65.1006088256836,-28.025,-41.228,-69.253
exploit,14.035,18.350,0.839,7.738,0.400,1.150,-65.20549011230469,-28.135,-40.933,-69.068
exploit,13.885,18.350,0.998,7.674,0.400,1.150,-65.61338806152344,-27.559,-37.26,-64.819
exploit,14.285,18.350,1.194,7.528,0.400,1.150,-65.13529205322266,-27.856,-37.956,-65.812
exploit,12.485,18.350,0.844,9.395,0.400,1.150,-64.27873229980469,-32.794,-49.995,-82.789
exploit,14.285,17.600,1.094,7.506,1.150,0.400,-65.46961975097656,-27.151,-40.351,-67.502
exploit,14.335,17.600,1.027,7.296,1.150,0.400,-63.68217468261719,-29.255,-42.154,-71.409
exploit,14.185,18.350,1.232,7.502,0.400,1.150,-64.86210632324219,-26.746,-34.747,-61.493
exploit,18.935,17.600,1.726,6.923,1.275,0.400,-45.753944396972656,-39.422,-36.02,-75.442
exploit,14.285,17.600,1.087,7.520,1.150,0.400,-65.70907592773438,-28.361,-37.461,-65.822
exploit,13.885,18.350,0.992,7.687,0.400,1.150,-65.58610534667969,-27.145,-37.645,-64.79
exploit,14.235,18.350,1.054,7.445,0.400,1.150,-65.59835815429688,-26.036,-35.637,-61.673
exploit,14.085,18.350,1.086,7.572,0.400,1.150,-65.77330017089844,-29.328,-36.627,-65.955
exploit,13.885,18.350,1.146,7.605,0.400,1.150,-64.65615844726562,-27.262,-38.762,-66.024
exploit,14.035,18.350,0.985,7.730,0.400,1.150,-65.45311737060547,-26.318,-42.618,-68.936
exploit,14.235,17.600,1.066,7.577,1.150,0.400,-65.42694854736328,-26.73,-38.031,-64.761
exploit,14.035,18.350,0.886,7.700,0.400,1.150,-65.37748718261719,-26.1,-41,-67.1
exploit,14.185,18.350,0.845,7.626,0.400,1.150,-63.753997802734375,-26.552,-39.452,-66.004
exploit,14.135,18.350,0.907,7.659,0.400,1.150,-65.24986267089844,-26.33,-39.531,-65.861
exploit,14.385,18.350,1.005,7.575,0.400,1.150,-65.71402740478516,-27.094,-41.094,-68.188
exploit,14.135,17.600,0.965,7.525,1.150,0.400,-65.65962219238281,-27.857,-42.156,-70.013
exploit,14.185,18.350,0.879,7.569,0.400,1.150,-63.742435455322266,-26.783,-36.883,-63.666
exploit,14.185,17.600,0.970,7.466,1.150,0.400,-65.32051849365234,-28.532,-36.732,-65.264
exploit,14.185,18.350,1.193,7.543,0.400,1.150,-64.86214447021484,-26.192,-40.194,-66.386
exploit,14.135,18.350,1.326,7.409,0.400,1.150,-64.44249725341797,-26.111,-38.211,-64.322
exploit,14.335,18.350,1.327,7.384,0.400,1.150,-64.93992614746094,-28.334,-40.534,-68.868
exploit,14.135,18.350,1.129,7.563,0.400,1.150,-65.61198425292969,-26.131,-40.429,-66.56
exploit,14.085,18.350,0.854,7.695,0.400,1.150,-65.09516906738281,-26.603,-38.902,-65.505
exploit,14.235,17.600,1.127,7.528,1.150,0.400,-65.30482482910156,-27.423,-35.524,-62.947
exploit,14.485,17.600,1.101,7.515,1.150,0.400,-65.73951721191406,-31.609,-40.31,-71.919
exploit,14.285,18.350,1.085,7.517,0.400,1.150,-66.14034271240234,-32.911,-43.818,-76.729
exploit,14.185,18.350,0.970,7.631,0.400,1.150,-65.74592590332031,-26.27,-37.773,-64.043
exploit,14.085,18.350,0.924,7.695,0.400,1.150,-65.80781555175781,-26.497,-38.096,-64.593
exploit,14.435,18.350,1.351,7.379,0.400,1.150,-64.75909423828125,-27.515,-34.314,-61.829
exploit,13.935,18.350,1.033,7.706,0.400,1.150,-65.41433715820312,-29.086,-36.786,-65.872
explore,14.735,17.900,1.529,6.944,0.850,0.700,-131.7598114013672,-158.29,-36.99,-195.28
exploit,14.035,18.350,0.816,7.711,0.400,1.150,-64.75633239746094,-26.737,-38.137,-64.874
