type,wx,wy,d1,d2,d3,d4,E_reward,roberto_reward,marvin_reward,reward
exploit,10.950,17.450,0.928,8.636,1.300,0.350,82.8330078125,-28.581,-45.585,-74.166
exploit,11.100,17.450,0.547,8.599,1.300,0.350,-245.32391357421875,-26.29,-40.19,-66.48
exploit,11.050,17.450,0.606,8.883,1.300,0.350,-74.38494873046875,-26.409,-43.109,-69.518
exploit,11.200,17.450,0.835,8.717,1.300,0.350,45.82501220703125,-25.693,-42.095,-67.788
exploit,10.800,17.450,0.710,8.956,1.300,0.350,-97.02362060546875,-25.416,-39.626,-65.042
explore,12.950,17.450,1.789,6.730,1.300,0.350,-1309.711181640625,-25.915,-35.313,-61.228
exploit,10.550,17.450,0.910,8.886,1.300,0.350,-26.83770751953125,-25.968,-40.376,-66.344
exploit,10.900,17.500,0.416,8.929,1.250,0.400,-285.6129150390625,-25.848,-39.95,-65.798
exploit,11.350,17.450,0.779,8.527,1.300,0.350,-92.5732421875,-25.053,-39.454,-64.507
exploit,11.150,17.450,0.827,8.737,1.300,0.350,32.239990234375,-26.855,-39.652,-66.507
exploit,10.950,17.500,0.428,8.855,1.250,0.400,-269.3486328125,-25.739,-41.339,-67.078
exploit,13.000,18.400,1.968,6.739,0.350,1.300,-264.5435485839844,-25.181,-35.378,-60.559
exploit,11.200,17.450,0.680,8.835,1.300,0.350,-28.6663818359375,-26.133,-41.432,-67.565
exploit,11.050,17.500,0.470,8.866,1.250,0.400,-237.404052734375,-25.435,-39.631,-65.066
exploit,13.300,18.400,1.982,6.274,0.350,1.300,-26.871490478515625,-25.367,-35.168,-60.535
exploit,11.150,17.450,0.726,8.950,1.300,0.350,-90.28228759765625,-26.932,-41.024,-67.956
exploit,10.800,17.500,0.675,8.836,1.250,0.400,-150.96185302734375,-25.61,-42.412,-68.022
exploit,11.000,17.450,0.552,8.830,1.300,0.350,-72.0880126953125,-26.435,-40.244,-66.679
exploit,10.950,17.450,0.734,8.797,1.300,0.350,-2.654052734375,-26.266,-40.955,-67.221
exploit,13.000,18.400,1.823,6.835,0.350,1.300,-319.67108154296875,-25.417,-35.817,-61.234
explore,12.850,18.150,1.602,6.891,0.600,1.050,-1195.36474609375,-1010.98,-1010.98,-2021.96
explore,12.850,18.400,1.691,6.892,0.350,1.300,-346.56988525390625,-25.426,-35.43,-60.856
exploit,10.800,17.450,0.735,9.001,1.300,0.350,-144.990966796875,-26.676,-41.181,-67.857
exploit,10.700,17.450,0.738,8.996,1.300,0.350,-139.26373291015625,-26.074,-41.172,-67.246
exploit,10.850,17.450,0.440,8.931,1.300,0.350,-104.6954345703125,-25.819,-40.417,-66.236
exploit,10.750,17.450,0.772,9.034,1.300,0.350,-193.07379150390625,-26.603,-40.902,-67.505
exploit,11.150,17.450,0.512,8.565,1.300,0.350,-303.7755126953125,-25.54,-39.351,-64.891
exploit,14.200,18.400,1.998,5.945,0.350,1.300,42.03520202636719,-28.008,-34.508,-62.516
exploit,11.050,17.500,0.614,8.922,1.250,0.400,-201.6998291015625,-26.421,-43.919,-70.34
exploit,10.750,17.500,0.478,8.995,1.250,0.400,-253.959716796875,-27.326,-41.026,-68.352
exploit,11.000,17.500,0.665,8.850,1.250,0.400,-148.41357421875,-25.926,-42.326,-68.252
exploit,11.100,17.450,0.613,8.703,1.300,0.350,-71.52264404296875,-26.277,-42.558,-68.835
exploit,10.950,17.450,0.613,8.595,1.300,0.350,-158.130859375,-26.612,-40.816,-67.428
exploit,10.850,17.450,0.674,9.037,1.300,0.350,-163.7042236328125,-25.442,-42.94,-68.382
explore,9.500,17.650,1.797,10.220,1.128,0.550,-1509.5548095703125,-1020.37,-1020.37,-2040.75
exploit,10.650,17.500,0.394,8.974,1.250,0.400,-233.0391845703125,-28.378,-42.075,-70.453
exploit,11.000,17.450,0.646,8.699,1.300,0.350,-48.4346923828125,-25.969,-40.472,-66.441
exploit,10.700,17.450,0.401,8.918,1.300,0.350,-86.6573486328125,-26.093,-44.094,-70.187
exploit,10.850,17.450,0.725,8.978,1.300,0.350,-104.44427490234375,-26.761,-41.26,-68.021
exploit,13.300,18.400,2.014,6.647,0.350,1.300,-161.60870361328125,-138.821,-45.924,-184.745
explore,10.550,18.100,0.971,9.414,0.650,1.000,-1518.2158203125,-1016.69,-1016.69,-2033.38
exploit,10.750,17.500,0.731,8.911,1.250,0.400,-171.6092529296875,-27.068,-41.367,-68.435
exploit,13.450,17.450,1.984,6.218,1.300,0.350,-208.52001953125,-26.291,-36.393,-62.684
exploit,11.050,17.450,0.486,8.780,1.300,0.350,-99.44073486328125,-25.768,-39.667,-65.435
exploit,10.800,17.450,0.730,8.894,1.300,0.350,-29.93426513671875,-25.504,-41.4,-66.904
exploit,10.850,17.450,0.526,8.901,1.300,0.350,-54.865234375,-26.358,-40.543,-66.901
exploit,10.750,17.450,0.688,9.006,1.300,0.350,-125.24261474609375,-25.814,-41.909,-67.723
exploit,10.950,17.500,0.595,8.885,1.250,0.400,-167.052978515625,-25.704,-39.204,-64.908
exploit,10.850,17.450,0.687,8.704,1.300,0.350,-23.64886474609375,-25.573,-41.974,-67.547
exploit,10.650,17.450,0.902,8.816,1.300,0.350,13.908447265625,-27.385,-44.786,-72.171
exploit,11.150,17.450,0.836,8.702,1.300,0.350,30.44482421875,-26.147,-39.657,-65.804
exploit,10.850,17.450,0.631,8.926,1.300,0.350,-49.69696044921875,-25.567,-43.068,-68.635
exploit,11.100,17.450,0.593,8.767,1.300,0.350,-46.9619140625,-25.442,-41.845,-67.287
exploit,10.850,17.450,0.534,8.886,1.300,0.350,-49.725341796875,-26.156,-40.752,-66.908
exploit,10.900,17.450,0.829,8.906,1.300,0.350,-50.22576904296875,-26.186,-39.685,-65.871
explore,11.900,18.100,0.585,7.887,0.650,1.000,-957.72119140625,-1014.14,-1014.14,-2028.28
exploit,13.000,18.400,1.931,6.706,0.350,1.300,-216.98760986328125,-1016.67,-1016.67,-2033.35
exploit,10.800,17.450,0.732,8.995,1.300,0.350,-122.6444091796875,-26.234,-42.031,-68.265
exploit,10.900,17.450,0.489,8.885,1.300,0.350,-63.3577880859375,-26.335,-40.526,-66.861
exploit,10.900,17.450,0.646,8.862,1.300,0.350,-24.5213623046875,-25.858,-41.856,-67.714
explore,12.950,17.500,1.779,6.763,1.250,0.400,-1121.133544921875,-1013.02,-1013.02,-2026.03
exploit,10.750,17.450,0.909,8.891,1.300,0.350,-50.43231201171875,-26.171,-40.772,-66.943
exploit,10.950,17.500,0.536,8.771,1.250,0.400,-187.82470703125,-25.933,-40.031,-65.964
exploit,10.950,17.450,0.597,8.732,1.300,0.350,-62.33514404296875,-26.143,-40.243,-66.386
explore,12.350,18.350,1.280,7.276,0.400,1.250,-534.2279663085938,-25.639,-37.322,-62.961
exploit,10.650,17.450,0.659,8.812,1.300,0.350,-14.5908203125,-26.418,-40.718,-67.136
exploit,11.050,17.450,0.562,8.693,1.300,0.350,-106.75634765625,-26.559,-40.259,-66.818
exploit,11.150,17.500,0.713,8.700,1.250,0.400,-109.998779296875,-26.627,-40.731,-67.358
exploit,10.800,17.450,0.693,8.957,1.300,0.350,-76.75244140625,-26.106,-40.481,-66.587
exploit,13.400,18.400,1.952,6.179,0.350,1.300,-38.273956298828125,-142.571,-47.071,-189.642
exploit,10.800,17.450,0.636,9.111,1.300,0.350,-234.97332763671875,-26.663,-41.364,-68.027
exploit,11.100,17.500,0.276,8.711,1.250,0.400,-394.16717529296875,-25.719,-38.497,-64.216
exploit,12.500,18.400,1.406,7.220,0.350,1.300,-314.27838134765625,-1014.11,-1014.11,-2028.21
exploit,10.750,17.450,0.420,8.980,1.300,0.350,-66.536376953125,-28.327,-42.827,-71.154
exploit,11.000,17.450,0.556,8.768,1.300,0.350,-57.44921875,-25.359,-41.963,-67.322
exploit,10.800,17.550,0.585,8.702,1.200,0.450,-285.444091796875,-25.967,-42.968,-68.935
exploit,10.850,17.450,0.680,8.822,1.300,0.350,-10.587158203125,-25.007,-41.806,-66.813
exploit,11.050,17.450,0.869,8.609,1.300,0.350,-0.3138427436351776,-25.495,-40.295,-65.79
exploit,11.050,17.450,0.827,8.536,1.300,0.350,-64.58148193359375,-25.319,-40.618,-65.937
exploit,9.300,18.300,1.553,9.945,0.453,1.200,-226.842529296875,-28.522,-47.627,-76.149
exploit,10.600,17.450,0.742,8.945,1.300,0.350,-74.366455078125,-27.228,-41.329,-68.557
exploit,11.150,17.450,0.845,8.761,1.300,0.350,17.2044677734375,-26.412,-39.41,-65.822
exploit,10.850,17.450,0.771,8.579,1.300,0.350,-63.0762939453125,-26.983,-40.472,-67.455
explore,11.900,17.500,0.941,7.785,1.250,0.400,-1074.099853515625,-1013.04,-1013.04,-2026.08
exploit,11.050,17.500,0.502,8.870,1.250,0.400,-169.939208984375,-25.945,-41.759,-67.704
explore,9.400,18.200,1.906,10.294,0.570,1.100,-617.9212036132812,-1020.26,-1020.26,-2040.52
exploit,10.650,17.450,0.758,8.986,1.300,0.350,-120.0782470703125,-25.967,-40.867,-66.834
exploit,10.950,17.450,0.671,8.880,1.300,0.350,-25.2799072265625,-26.055,-40.155,-66.21
exploit,9.700,17.500,0.586,8.762,1.329,0.400,-63.4703369140625,-25.54,-42.543,-68.083
exploit,10.850,17.450,0.536,8.970,1.300,0.350,-66.3319091796875,-25.647,-40.242,-65.889
exploit,11.100,17.450,0.626,8.683,1.300,0.350,-65.9739990234375,-25.827,-42.128,-67.955
exploit,10.850,17.500,0.817,8.656,1.250,0.400,-79.7283935546875,-25.971,-42.388,-68.359
exploit,10.950,17.550,0.398,8.909,1.200,0.450,-330.0482177734375,-26.155,-40.958,-67.113
exploit,11.100,17.500,0.543,8.555,1.250,0.400,-320.9656982421875,-25.575,-42.381,-67.956
exploit,11.300,17.500,0.442,8.816,1.250,0.400,-186.9765625,-27.061,-39.559,-66.62
