type,wx,wy,d1,d2,d3,d4,E_reward,roberto_reward,marvin_reward,reward
exploit,11.435,17.600,1.675,10.191,1.150,0.400,-91.74885559082031,-28.283,-50.785,-79.068
exploit,17.135,17.600,3.940,4.653,1.154,0.400,-131.01165771484375,-1013.13,-1013.13,-2026.26
exploit,16.985,17.650,3.938,4.557,1.100,0.450,-128.3305206298828,-1015.3,-1015.3,-2030.59
exploit,17.085,18.300,3.955,4.506,0.453,1.100,-129.06900024414062,-134.053,-36.039,-170.092
exploit,17.085,18.350,3.799,4.442,0.403,1.150,-108.55302429199219,-134.567,-35.197,-169.764
exploit,16.635,18.350,3.420,5.113,0.400,1.150,-147.06710815429688,-131.647,-34.847,-166.494
explore,12.885,18.250,0.542,8.769,0.500,1.050,-328.78948974609375,-1015.91,-1015.91,-2031.83
exploit,16.335,18.300,3.191,5.384,0.450,1.100,-169.82589721679688,-131.768,-35.469,-167.237
exploit,17.085,18.350,3.828,4.653,0.403,1.150,-148.5096893310547,-136.054,-140.463,-276.517
exploit,16.985,18.300,3.936,4.599,0.450,1.100,-149.64996337890625,-135.221,-137.623,-272.844
explore,16.735,17.600,3.688,4.764,1.150,0.400,-978.2566528320312,-1013.51,-1013.51,-2027.03
explore,10.535,17.700,2.744,11.233,1.050,0.500,-1287.013427734375,-1021.97,-1021.97,-2043.93
exploit,10.235,18.200,3.206,11.749,0.570,1.000,-127.0360107421875,-1020.68,-1020.68,-2041.36
exploit,16.385,18.350,3.258,5.318,0.400,1.150,-140.41244506835938,-134.107,-34.499,-168.606
explore,10.635,18.250,2.532,10.961,0.500,1.050,-990.24560546875,-1018.84,-1018.84,-2037.69
exploit,16.635,18.350,3.243,5.138,0.400,1.150,-143.35467529296875,-134.15,-138.149,-272.299
exploit,16.385,18.350,3.142,5.314,0.400,1.150,-138.2810516357422,-135.359,-137.94,-273.299
exploit,16.935,18.350,3.964,4.385,0.400,1.150,-135.04266357421875,-132.52,-35.153,-167.673
explore,14.435,17.700,1.284,7.192,1.050,0.500,-1021.9525756835938,-1012.68,-1012.68,-2025.36
exploit,15.385,17.600,2.378,6.169,1.150,0.400,-184.92115783691406,-1013.35,-1013.35,-2026.69
exploit,16.535,18.350,3.033,5.291,0.400,1.150,-177.67031860351562,-32.215,-39.015,-71.23
exploit,16.935,18.350,3.764,4.866,0.400,1.150,-193.904052734375,-132.776,-35.977,-168.753
exploit,16.235,18.350,2.983,5.483,0.400,1.150,-178.6121368408203,-28.976,-37.876,-66.852
explore,14.135,17.850,0.808,7.768,0.900,0.650,-1160.3359375,-37.401,-137.304,-174.705
exploit,16.335,18.350,3.221,5.307,0.400,1.150,-157.90948486328125,-131.66,-34.063,-165.723
explore,11.535,18.250,1.645,10.061,0.500,1.050,-1131.3880615234375,-1018.4,-1018.4,-2036.81
exploit,16.435,18.300,3.229,5.307,0.450,1.100,-184.96035766601562,-29.443,-34.145,-63.588
explore,12.685,18.200,0.598,9.004,0.550,1.000,-1198.796142578125,-1014.8,-1014.8,-2029.61
exploit,16.185,18.300,3.006,5.518,0.450,1.100,-168.13485717773438,-30.812,-35.419,-66.231
exploit,16.135,18.350,3.225,5.374,0.400,1.150,-143.27059936523438,-31.752,-36.957,-68.709
explore,15.935,18.100,3.067,5.489,0.650,0.900,-302.234619140625,-1014.33,-1014.33,-2028.66
explore,14.385,17.700,1.455,7.052,1.050,0.500,-1369.8385009765625,-1013.59,-1013.59,-2027.19
exploit,16.535,18.350,3.254,5.282,0.400,1.150,-172.84701538085938,-31.58,-38.379,-69.959
exploit,16.285,18.350,3.110,5.473,0.400,1.150,-221.45751953125,-132.84,-32.439,-165.279
explore,9.435,18.300,3.733,12.270,0.474,1.100,-753.4798583984375,-1021.94,-1021.94,-2043.87
exploit,17.185,18.300,3.921,4.602,0.474,1.100,-197.20022583007812,-133.563,-34.863,-168.426
exploit,16.685,18.350,3.518,5.049,0.400,1.150,-159.13453674316406,-131.115,-34.91,-166.025
exploit,16.535,18.350,3.160,4.947,0.400,1.150,-116.1361083984375,-134.995,-38.004,-172.999
exploit,16.935,18.350,3.865,4.777,0.400,1.150,-177.33743286132812,-132.302,-38.003,-170.305
exploit,16.785,18.350,3.738,4.877,0.400,1.150,-179.56344604492188,-136.21,-140.409,-276.619
exploit,16.735,18.350,3.627,4.927,0.400,1.150,-176.38160705566406,-133.605,-140.21,-273.815
exploit,16.385,18.350,3.199,5.334,0.400,1.150,-173.43048095703125,-28.84,-34.24,-63.08
exploit,16.985,18.350,3.823,4.695,0.400,1.150,-200.3787078857422,-135.315,-139.012,-274.327
exploit,12.035,17.600,1.249,9.745,1.150,0.400,-237.32290649414062,-1019.55,-1019.55,-2039.1
exploit,16.685,18.350,3.474,5.138,0.400,1.150,-166.90286254882812,-133.676,-141.377,-275.053
explore,13.385,17.900,0.237,8.038,0.850,0.700,-1085.9976806640625,-1011.74,-1011.74,-2023.48
exploit,17.035,18.350,3.735,4.805,0.400,1.150,-219.40196228027344,-131.236,-32.236,-163.472
exploit,16.535,18.350,3.293,5.285,0.400,1.150,-164.79815673828125,-131.434,-32.834,-164.268
exploit,16.735,18.350,3.515,5.018,0.400,1.150,-191.38189697265625,-132.344,-33.268,-165.612
exploit,16.835,18.350,3.607,4.928,0.400,1.150,-206.6392822265625,-132.811,-37.312,-170.123
exploit,16.685,18.350,3.468,5.102,0.400,1.150,-176.84475708007812,-130.851,-36.253,-167.104
exploit,17.085,18.350,3.985,4.684,0.403,1.150,-173.15872192382812,-133.022,-35.122,-168.144
exploit,16.435,18.350,3.127,5.188,0.400,1.150,-146.19725036621094,-132.321,-36.322,-168.643
explore,15.085,18.350,1.976,6.614,0.400,1.150,-723.2798461914062,-27.489,-38.289,-65.778
exploit,16.685,18.350,3.366,5.187,0.400,1.150,-164.20205688476562,-134.617,-139.493,-274.11
exploit,14.885,18.350,1.835,6.848,0.400,1.150,-193.02230834960938,-1012.67,-1012.67,-2025.34
exploit,17.035,18.300,3.824,4.724,0.450,1.100,-225.5640411376953,-133.247,-32.754,-166.001
explore,13.685,17.900,0.504,8.069,0.850,0.700,-1346.942626953125,-144.048,-164.152,-308.2
exploit,16.735,18.350,3.474,5.112,0.400,1.150,-179.78036499023438,-131.444,-34.543,-165.987
exploit,17.185,18.300,3.901,4.594,0.474,1.100,-200.51531982421875,-133.241,-140.739,-273.98
exploit,16.735,18.350,3.293,5.090,0.400,1.150,-164.4356689453125,-31.156,-35.252,-66.408
exploit,16.485,18.350,3.293,5.273,0.400,1.150,-168.70994567871094,-29.019,-34.931,-63.95
explore,12.535,17.950,0.646,9.126,0.800,0.750,-1201.768310546875,-1021.67,-1021.67,-2043.35
exploit,16.585,18.350,3.287,5.167,0.400,1.150,-154.64389038085938,-131.58,-34.78,-166.36
exploit,16.385,18.350,3.246,5.345,0.400,1.150,-166.536865234375,-31.511,-38.614,-70.125
exploit,16.785,18.350,3.592,5.026,0.400,1.150,-186.6534881591797,-133.41,-138.402,-271.812
exploit,16.685,18.350,3.358,5.130,0.400,1.150,-159.01983642578125,-32.131,-34.129,-66.26
exploit,16.585,18.350,3.498,5.173,0.400,1.150,-169.402587890625,-28.331,-35.043,-63.374
exploit,16.585,18.350,3.428,5.235,0.400,1.150,-157.87294006347656,-132.181,-35.381,-167.562
explore,11.835,17.750,1.109,9.682,1.000,0.550,-1249.236328125,-148.458,-166.76,-315.218
explore,16.135,18.000,2.872,5.624,0.750,0.800,-959.4779052734375,-134.946,-137.846,-272.792
explore,16.885,17.950,3.635,4.922,0.800,0.750,-791.8521728515625,-133.953,-140.869,-274.822
exploit,16.235,18.300,3.144,5.327,0.450,1.100,-247.54876708984375,-1015.04,-1015.04,-2030.08
explore,14.285,18.050,0.989,7.594,0.700,0.850,-736.11572265625,-139.517,-156.716,-296.233
exploit,16.935,18.300,3.739,4.805,0.450,1.100,-204.15931701660156,-134.652,-140.955,-275.607
explore,15.685,17.750,2.402,6.147,1.000,0.550,-1084.498779296875,-1014.92,-1014.92,-2029.85
explore,9.735,17.950,3.545,12.074,0.918,0.750,-1035.4393310546875,-156.764,-61.164,-217.928
exploit,16.835,18.300,3.666,4.982,0.450,1.100,-195.24285888671875,-132.389,-36.395,-168.784
explore,16.135,17.600,2.969,5.517,1.150,0.400,-851.6017456054688,-1013.53,-1013.53,-2027.05
explore,15.085,17.850,1.945,6.556,0.900,0.650,-1193.18994140625,-1010.45,-1010.45,-2020.9
exploit,16.685,18.350,3.604,5.058,0.400,1.150,-156.86849975585938,-132.406,-33.707,-166.113
exploit,16.885,18.350,3.580,4.953,0.400,1.150,-169.9945831298828,-34.39,-35.48,-69.87
exploit,16.835,18.250,3.781,4.688,0.500,1.050,-228.9042205810547,-133.537,-33.536,-167.073
explore,15.985,17.950,2.752,5.627,0.800,0.750,-903.8482666015625,-1014.45,-1014.45,-2028.91
explore,14.285,17.850,1.057,7.428,0.900,0.650,-983.6442260742188,-1013.72,-1013.72,-2027.43
exploit,16.935,18.200,3.748,4.700,0.550,1.000,-248.2931365966797,-131.805,-34.304,-166.109
explore,14.485,18.350,1.133,7.204,0.400,1.150,-595.4478759765625,-25.706,-36.501,-62.207
exploit,16.885,18.350,3.733,4.777,0.400,1.150,-188.48028564453125,-134.458,-140.256,-274.714
exploit,9.185,17.600,4.033,12.580,1.150,0.400,-185.64183044433594,-27.449,-51.948,-79.397
exploit,16.385,18.350,3.324,5.340,0.400,1.150,-197.21286010742188,-131.928,-33.028,-164.956
explore,12.085,18.300,1.214,9.687,0.450,1.100,-1409.482177734375,-26.114,-46.215,-72.329
exploit,16.685,18.300,3.719,4.860,0.450,1.100,-197.1413116455078,-133.214,-33.636,-166.85
exploit,16.635,18.350,3.366,5.122,0.400,1.150,-176.89312744140625,-132.205,-33.403,-165.608
exploit,17.185,18.350,3.912,4.606,0.427,1.150,-195.499755859375,-133.6,-146.201,-279.801
exploit,16.635,18.350,3.526,5.144,0.400,1.150,-151.75167846679688,-28.259,-31.659,-59.918
exploit,16.685,18.350,3.484,5.071,0.400,1.150,-160.61166381835938,-132.126,-34.73,-166.856
explore,14.285,18.300,1.060,7.513,0.450,1.100,-514.12890625,-28.935,-38.238,-67.173
exploit,16.835,18.350,3.744,4.841,0.400,1.150,-186.13771057128906,-136.542,-140.841,-277.383
exploit,9.235,17.600,4.009,12.517,1.150,0.400,-163.37356567382812,-1023.78,-1023.78,-2047.56
exploit,16.735,18.350,3.643,4.970,0.400,1.150,-165.71087646484375,-136.143,-139.242,-275.385
explore,13.835,17.850,0.769,7.795,0.900,0.650,-799.093994140625,-1014.01,-1014.01,-2028.03
exploit,16.935,18.200,3.769,4.868,0.550,1.000,-239.91017150878906,-134.162,-145.561,-279.723
exploit,16.985,18.250,3.982,4.300,0.500,1.050,-154.09429931640625,-134.332,-38.234,-172.566
exploit,16.985,18.350,3.748,4.885,0.400,1.150,-189.55654907226562,-133.782,-34.899,-168.681
explore,12.035,17.950,1.096,9.684,0.800,0.750,-1072.659912109375,-152.072,-200,-352.072
exploit,16.535,18.350,3.405,5.059,0.400,1.150,-169.49566650390625,-134.018,-34.918,-168.936
exploit,16.485,18.350,3.306,5.147,0.400,1.150,-187.32135009765625,-28.132,-32.529,-60.661
explore,12.435,17.750,0.752,9.327,1.000,0.550,-928.5878295898438,-26.073,-42.877,-68.95
exploit,16.785,18.350,3.559,5.065,0.400,1.150,-156.18231201171875,-131.653,-30.952,-162.605
exploit,16.885,18.300,3.938,4.353,0.450,1.100,-166.5240478515625,-134.315,-38.433,-172.748
exploit,16.985,18.300,3.733,4.813,0.450,1.100,-208.81854248046875,-131.289,-34.589,-165.878
exploit,17.185,18.350,3.960,4.468,0.427,1.150,-185.5066680908203,-134.826,-141.426,-276.252
explore,9.285,18.200,3.924,12.505,0.550,1.000,-1002.8563232421875,-1022.35,-1022.35,-2044.69
exploit,16.785,18.300,3.540,4.994,0.450,1.100,-198.32861328125,-32.14,-34.541,-66.681
explore,12.985,17.950,0.329,8.817,0.800,0.750,-1215.787109375,-1016.53,-1016.53,-2033.07
exploit,16.585,18.350,3.693,4.941,0.400,1.150,-172.11041259765625,-1008.89,-1008.89,-2017.77
exploit,16.785,18.350,3.519,5.046,0.400,1.150,-154.268310546875,-132.107,-34.997,-167.104
exploit,17.135,18.250,3.878,4.725,0.510,1.050,-253.5262451171875,-134.771,-138.373,-273.144
exploit,16.735,18.350,3.302,5.056,0.400,1.150,-168.782958984375,-33.006,-37.708,-70.714
exploit,16.985,18.200,3.962,4.596,0.550,1.000,-231.40640258789062,-133.945,-36.137,-170.082
exploit,16.535,18.350,3.495,5.109,0.400,1.150,-190.9229736328125,-133.373,-34.982,-168.355
explore,11.385,17.950,1.826,10.346,0.800,0.750,-725.6552734375,-149.841,-166.641,-316.482
exploit,17.035,18.200,3.847,4.598,0.550,1.000,-235.88302612304688,-131.835,-36.036,-167.871
exploit,16.435,18.350,3.431,5.113,0.400,1.150,-180.472412109375,-132.21,-34.808,-167.018
exploit,17.335,18.400,3.976,4.205,0.461,0.850,-129.39227294921875,-134.57,-142.772,-277.342
exploit,16.585,18.300,3.351,5.202,0.450,1.100,-252.5181884765625,-131.718,-34.825,-166.543
exploit,16.585,18.350,3.297,5.166,0.400,1.150,-178.18017578125,-136.078,-139.888,-275.966
exploit,17.135,18.350,3.872,4.614,0.412,1.150,-233.08465576171875,-131.385,-35.185,-166.57
exploit,16.585,18.350,3.514,5.062,0.400,1.150,-196.570556640625,-134.248,-138.247,-272.495
exploit,16.535,18.350,3.319,5.273,0.400,1.150,-187.78857421875,-134.839,-138.541,-273.38
exploit,16.485,18.350,3.338,5.258,0.400,1.150,-185.787353515625,-27.503,-32.701,-60.204
exploit,16.335,18.350,3.140,5.493,0.400,1.150,-256.24713134765625,-1017.07,-1017.07,-2034.13
exploit,16.385,18.350,3.254,5.314,0.400,1.150,-201.922607421875,-136.099,-139.292,-275.391
exploit,16.635,18.350,3.462,5.205,0.400,1.150,-200.238037109375,-33.616,-37.728,-71.344
explore,16.035,17.650,2.911,5.636,1.100,0.450,-1299.3201904296875,-1015.22,-1015.22,-2030.43
exploit,16.885,18.300,3.693,4.803,0.450,1.100,-240.748291015625,-131.438,-33.126,-164.564
exploit,16.635,18.350,3.376,5.230,0.400,1.150,-205.4761962890625,-130.866,-33.681,-164.547
exploit,16.685,18.300,3.562,5.021,0.450,1.100,-214.678466796875,-133.843,-35.344,-169.187
exploit,16.835,18.250,3.613,5.024,0.500,1.050,-245.5804443359375,-132.755,-33.152,-165.907
exploit,16.885,18.250,3.625,4.882,0.500,1.050,-231.9091796875,-132.789,-34.691,-167.48
exploit,16.585,18.300,3.572,5.057,0.450,1.100,-214.061767578125,-133.042,-33.935,-166.977
exploit,16.685,18.300,3.510,5.087,0.450,1.100,-206.6746826171875,-136.332,-139.329,-275.661
exploit,16.835,18.200,3.663,4.840,0.550,1.000,-242.7747802734375,-135.365,-140.174,-275.539
exploit,17.135,18.350,3.920,4.595,0.412,1.150,-227.2760009765625,-133.046,-142.954,-276
exploit,16.685,18.250,3.470,5.002,0.500,1.050,-216.9918212890625,-30.796,-35.597,-66.393
exploit,16.885,18.350,3.710,4.873,0.400,1.150,-245.296630859375,-132.92,-37.61,-170.53
exploit,16.735,18.300,3.575,5.015,0.450,1.100,-206.3067626953125,-132.905,-34.909,-167.814
exploit,16.935,18.300,3.609,4.970,0.450,1.100,-211.5484619140625,-136.392,-137.704,-274.096
exploit,16.735,18.350,3.407,4.932,0.400,1.150,-128.8348388671875,-132.288,-33.69,-165.978
exploit,16.935,18.250,3.658,4.859,0.500,1.050,-226.5081787109375,-133.6,-34.8,-168.4
exploit,17.235,18.250,3.955,4.457,0.539,1.050,-193.6068115234375,-133.827,-139.231,-273.058
exploit,17.185,18.300,3.882,4.762,0.474,1.100,-252.1297607421875,-132.722,-34.336,-167.058
exploit,16.685,18.350,3.570,5.027,0.400,1.150,-191.150146484375,-133.416,-36.207,-169.623
exploit,16.985,18.350,3.696,4.955,0.400,1.150,-233.070556640625,-133.669,-139.163,-272.832
exploit,16.585,18.250,3.598,4.904,0.500,1.050,-212.740966796875,-134.014,-35.121,-169.135
explore,12.435,18.100,0.637,9.060,0.650,0.900,-1705.05517578125,-1014.48,-1014.48,-2028.95
exploit,16.735,18.350,3.513,4.990,0.400,1.150,-171.0347900390625,-132.346,-33.745,-166.091
explore,9.835,18.900,3.446,11.832,0.500,0.500,-613.6805419921875,-1014.13,-1014.13,-2028.26
exploit,16.635,18.350,3.522,5.160,0.400,1.150,-187.919677734375,-133.854,-33.855,-167.709
explore,10.885,18.150,2.398,10.820,0.600,0.950,-1146.1707763671875,-1019.1,-1019.1,-2038.19
explore,15.435,18.150,2.032,6.375,0.600,0.950,-1297.9718017578125,-1012.62,-1012.62,-2025.24
exploit,16.585,18.350,3.476,5.058,0.400,1.150,-165.59130859375,-133.372,-33.175,-166.547
exploit,16.535,18.350,3.379,5.216,0.400,1.150,-197.3983154296875,-135.164,-138.365,-273.529
exploit,16.535,18.350,3.624,5.059,0.400,1.150,-205.69580078125,-31.394,-34.392,-65.786
exploit,16.785,18.300,3.508,5.059,0.450,1.100,-196.015869140625,-135.014,-138.524,-273.538
explore,16.385,17.700,3.134,5.397,1.050,0.500,-1309.242431640625,-1014.41,-1014.41,-2028.82
exploit,16.935,18.200,3.723,4.775,0.550,1.000,-240.75701904296875,-133.329,-35.729,-169.058
exploit,16.685,18.300,3.649,4.939,0.450,1.100,-217.3267822265625,-133.736,-34.929,-168.665
exploit,16.635,18.300,3.535,5.106,0.450,1.100,-209.75927734375,-1014.05,-1014.05,-2028.1
exploit,16.685,18.350,3.371,5.165,0.400,1.150,-180.14453125,-130.812,-32.109,-162.921
exploit,16.985,18.200,3.822,4.802,0.550,1.000,-263.6051025390625,-135.996,-150.502,-286.498
exploit,17.035,18.350,3.899,4.707,0.400,1.150,-248.059326171875,-133.744,-142.844,-276.588
exploit,17.035,18.300,3.590,4.732,0.450,1.100,-175.4478759765625,-132.881,-36.88,-169.761
exploit,16.835,18.250,3.971,4.661,0.500,1.050,-227.521728515625,-136.109,-141.201,-277.31
exploit,16.435,18.350,3.368,5.224,0.400,1.150,-228.97119140625,-134.434,-137.748,-272.182
exploit,16.585,18.350,3.361,5.149,0.400,1.150,-191.848388671875,-132.337,-37.841,-170.178
explore,15.035,17.750,1.735,6.847,1.000,0.550,-1552.455322265625,-1012.28,-1012.28,-2024.57
exploit,16.635,18.300,3.381,4.912,0.450,1.100,-144.44189453125,-131.726,-32.831,-164.557
exploit,16.435,18.350,3.541,5.023,0.400,1.150,-203.0419921875,-133.825,-35.224,-169.049
exploit,16.785,18.350,3.517,5.057,0.400,1.150,-202.272216796875,-133.282,-35.181,-168.463
exploit,17.085,18.250,3.941,4.627,0.502,1.050,-225.72882080078125,-134.534,-141.541,-276.075
explore,12.785,17.900,0.405,8.954,0.850,0.700,-1455.1204833984375,-1013.21,-1013.21,-2026.42
exploit,16.985,18.300,3.744,4.760,0.450,1.100,-233.327392578125,-131.433,-31.931,-163.364
exploit,16.485,18.350,3.664,4.901,0.400,1.150,-230.960205078125,-133.804,-33.203,-167.007
exploit,16.885,18.350,3.718,4.871,0.400,1.150,-245.0843505859375,-134.253,-33.454,-167.707
exploit,16.685,18.350,3.511,5.078,0.400,1.150,-203.0859375,-133.03,-33.707,-166.737
explore,11.735,17.850,1.564,10.097,0.900,0.650,-704.324462890625,-148.046,-49.744,-197.79
exploit,17.085,18.250,3.841,4.605,0.502,1.050,-216.481201171875,-136.111,-141.313,-277.424
exploit,17.235,18.250,3.961,4.534,0.539,1.050,-211.95721435546875,-135.03,-141.93,-276.96
exploit,17.085,18.300,3.855,4.691,0.453,1.100,-237.1458740234375,-133.228,-34.334,-167.562
exploit,17.335,18.250,3.954,4.634,0.583,0.986,-250.7049560546875,-1014.32,-1014.32,-2028.63
exploit,17.035,18.200,3.781,4.828,0.550,1.000,-271.098388671875,-134.729,-143.131,-277.86
exploit,16.535,18.350,3.403,5.199,0.400,1.150,-220.56787109375,-135.275,-139.374,-274.649
explore,10.185,18.300,3.208,11.586,0.492,1.100,-493.2528076171875,-27.996,-51.894,-79.89
exploit,16.885,18.350,3.587,4.949,0.400,1.150,-189.994873046875,-134.607,-139.5,-274.107
exploit,16.485,18.250,3.484,4.982,0.500,1.050,-240.383056640625,-132.338,-34.538,-166.876
explore,13.935,17.850,0.477,8.022,0.900,0.650,-1285.4652099609375,-36.964,-133.767,-170.731
exploit,16.885,18.350,3.637,5.002,0.400,1.150,-227.319091796875,-131.638,-36.065,-167.703
explore,10.785,17.850,2.315,10.885,0.900,0.650,-1209.0396728515625,-154.602,-58.404,-213.006
exploit,16.635,18.300,3.539,4.975,0.450,1.100,-209.164794921875,-133.522,-32.52,-166.042
exploit,16.935,18.200,3.565,4.658,0.550,1.000,-177.32666015625,-135.887,-139.587,-275.474
exploit,16.885,18.350,3.654,4.813,0.400,1.150,-189.857421875,-131.824,-36.32,-168.144
explore,9.735,17.900,3.495,12.088,0.962,0.700,-893.7689208984375,-1021.25,-1021.25,-2042.5
exploit,16.585,18.350,3.545,5.018,0.400,1.150,-189.580078125,-133.16,-38.361,-171.521
exploit,16.735,18.350,3.473,5.203,0.400,1.150,-231.2392578125,-32.34,-37.243,-69.583
exploit,16.535,18.350,3.619,4.931,0.400,1.150,-200.65869140625,-134.299,-34.803,-169.102
explore,14.535,17.700,1.373,7.191,1.050,0.500,-1676.560302734375,-1013.44,-1013.44,-2026.89
exploit,14.985,18.200,3.640,4.898,0.550,1.000,-296.79833984375,-1017.92,-1017.92,-2035.84
exploit,16.935,18.350,3.516,4.981,0.400,1.150,-165.783203125,-132.879,-34.976,-167.855
exploit,16.585,18.350,3.381,5.110,0.400,1.150,-172.684326171875,-133.308,-36.505,-169.813
explore,10.335,18.000,3.021,11.186,0.752,0.800,-1139.4683837890625,-1025.32,-1025.32,-2050.64
exploit,16.985,18.350,3.573,4.951,0.400,1.150,-189.478515625,-132.365,-33.364,-165.729
explore,9.935,18.650,3.460,11.972,0.427,0.618,-985.8448486328125,-26.601,-200,-226.601
exploit,16.985,18.300,3.913,4.587,0.450,1.100,-259.61981201171875,-133.303,-38.603,-171.906
exploit,16.785,18.300,3.928,4.687,0.450,1.100,-295.65625,-132.315,-36.532,-168.847
exploit,17.235,18.350,3.808,4.534,0.447,0.985,-245.3314208984375,-131.213,-37.528,-168.741
explore,15.535,17.600,2.441,6.133,1.150,0.400,-1457.6766357421875,-1013.92,-1013.92,-2027.84
explore,11.835,17.650,1.627,9.861,1.100,0.450,-602.1888427734375,-1019.58,-1019.58,-2039.17
exploit,16.885,18.300,3.652,4.926,0.450,1.100,-272.303955078125,-131.119,-33.72,-164.839
exploit,17.085,18.300,3.819,4.635,0.453,1.100,-246.4334716796875,-134.54,-139.442,-273.982
exploit,16.985,18.350,3.774,4.855,0.400,1.150,-251.745361328125,-130.861,-34.265,-165.126
explore,13.035,17.850,0.260,8.710,0.900,0.650,-1495.2991943359375,-1013.07,-1013.07,-2026.14
exploit,15.235,18.300,3.636,4.776,0.450,1.100,-219.859375,-136.137,-37.534,-173.671
exploit,16.635,18.350,3.402,5.132,0.400,1.150,-186.317138671875,-135.665,-139.062,-274.727
exploit,16.885,18.350,3.415,4.897,0.400,1.150,-105.056640625,-131.854,-33.051,-164.905
exploit,16.785,18.350,3.436,5.137,0.400,1.150,-196.3525390625,-131.432,-32.634,-164.066
exploit,17.035,18.350,3.924,4.707,0.400,1.150,-251.356201171875,-132.677,-36.377,-169.054
