type,wx,wy,d1,d2,d3,d4,E_reward,roberto_reward,marvin_reward,reward
exploit,10.285,18.350,-3.039,11.509,0.412,1.150,-66.3338623046875,-29.453,-49.453,-78.906
exploit,13.085,18.350,-0.599,8.202,0.400,1.150,-81.69300842285156,-25.734,-41.533,-67.267
exploit,13.135,18.350,-0.564,8.488,0.400,1.150,-128.6978759765625,-25.568,-41.076,-66.644
explore,10.185,18.050,-2.997,11.506,0.728,0.850,-754.1354370117188,-1020.92,-1020.92,-2041.84
exploit,14.435,18.350,1.257,7.306,0.400,1.150,-116.90170288085938,-25.527,-39.635,-65.162
exploit,10.785,18.350,-2.403,10.984,0.400,1.150,-43.352294921875,-27.941,-46.041,-73.982
explore,9.435,17.700,-3.787,12.239,1.061,0.500,-1794.1734619140625,-1022.24,-1022.24,-2044.49
exploit,10.885,18.350,-2.393,10.822,0.400,1.150,-103.4571533203125,-1017.67,-1017.67,-2035.33
explore,19.585,17.950,7.912,0.586,0.800,0.750,-996.880615234375,-26.469,-35.57,-62.039
explore,19.885,17.750,6.623,1.851,1.000,0.550,-507.294677734375,-1009.81,-1009.81,-2019.61
explore,17.685,18.900,4.500,4.254,0.400,0.600,-1568.0968017578125,-1015.44,-1015.44,-2030.88
