type,wx,wy,d1,d2,d3,d4,E_reward,roberto_reward,marvin_reward,reward
exploit,12.768,18.192,0.495,9.031,0.558,0.993,-61.437889099121094,-21.992,-35.207,-57.199
exploit,12.857,18.184,0.520,8.953,0.567,0.984,-62.685279846191406,-20.141,-32.643,-52.784
exploit,12.706,18.206,0.818,8.898,0.544,1.006,-60.34690856933594,-21.253,-33.554,-54.807
exploit,12.980,18.252,0.461,8.895,0.498,1.052,-62.22190856933594,-20.656,-32.356,-53.012
exploit,12.776,18.224,0.605,9.005,0.526,1.024,-62.4107666015625,-22.853,-35.654,-58.507
exploit,12.911,18.268,0.522,8.979,0.482,1.069,-61.335723876953125,-20.079,-32.284,-52.363
explore,15.052,17.489,1.798,6.788,1.261,0.290,-92.1943588256836,-21.021,-26.918,-47.939
exploit,12.801,18.154,0.686,8.883,0.596,0.954,-61.46314239501953,-24.816,-37.519,-62.335
exploit,13.008,18.325,0.582,8.817,0.425,1.126,-63.793670654296875,-20.414,-33.514,-53.928
exploit,12.850,18.268,0.554,8.904,0.482,1.068,-62.03050994873047,-22.649,-35.351,-58
exploit,12.816,18.273,0.556,8.960,0.477,1.073,-61.36882019042969,-22.35,-34.757,-57.107
explore,14.862,18.486,1.650,6.914,0.265,1.286,-87.18379974365234,-100,-39.936,-139.936
explore,14.176,17.489,0.994,7.636,1.261,0.290,-85.01553344726562,-21.762,-31.263,-53.025
exploit,12.797,18.225,0.716,8.872,0.525,1.025,-60.56079864501953,-24.078,-36.477,-60.555
exploit,12.850,18.298,0.584,8.973,0.453,1.098,-61.6220703125,-19.979,-32.38,-52.359
exploit,12.858,18.247,0.562,8.948,0.503,1.048,-61.3419189453125,-22.875,-35.571,-58.446
exploit,12.758,18.222,0.628,8.982,0.529,1.022,-61.697723388671875,-24.333,-37.336,-61.669
exploit,12.941,18.285,0.476,8.854,0.465,1.085,-61.536346435546875,-22.501,-35.097,-57.598
exploit,12.913,18.310,0.527,8.909,0.441,1.110,-60.96990966796875,-20.022,-33.422,-53.444
exploit,12.868,18.329,0.552,8.884,0.422,1.129,-61.57170867919922,-19.842,-32.545,-52.387
exploit,13.032,18.312,0.465,8.770,0.438,1.112,-62.60713195800781,-20.17,-32.562,-52.732
exploit,12.766,18.237,0.612,8.938,0.513,1.037,-61.02837371826172,-20.794,-31.695,-52.489
exploit,12.860,18.316,0.559,8.955,0.435,1.116,-60.115806579589844,-19.702,-32.403,-52.105
exploit,12.843,18.204,0.553,8.875,0.546,1.004,-61.66661834716797,-24.349,-37.841,-62.19
exploit,12.897,18.286,0.533,8.927,0.464,1.086,-59.69200897216797,-22.21,-34.809,-57.019
exploit,12.823,18.350,0.554,8.957,0.400,1.150,-59.65370178222656,-20.06,-34.562,-54.622
exploit,12.911,18.286,0.588,8.811,0.465,1.086,-60.89202880859375,-20.208,-32.514,-52.722
exploit,13.035,18.326,0.465,8.817,0.424,1.126,-59.995269775390625,-19.86,-31.566,-51.426
exploit,13.067,18.361,0.468,8.778,0.389,1.161,-60.202301025390625,-19.977,-32.776,-52.753
exploit,12.909,18.249,0.496,8.855,0.502,1.049,-60.5552978515625,-19.924,-32.324,-52.248
exploit,15.486,17.277,2.084,6.190,1.473,0.077,-59.3025016784668,-100,-39.047,-139.047
exploit,12.801,18.280,0.545,9.004,0.471,1.080,-58.87158203125,-22.107,-35.697,-57.804
exploit,12.951,18.342,0.527,8.893,0.408,1.142,-58.39427947998047,-19.769,-31.871,-51.64
exploit,12.851,18.322,0.555,8.974,0.428,1.123,-58.60560607910156,-20.064,-32.666,-52.73
exploit,12.942,18.298,0.465,8.899,0.452,1.098,-57.88282012939453,-22.02,-35.125,-57.145
explore,13.952,18.196,0.662,7.934,0.554,0.996,-84.69895935058594,-100,-28.844,-128.844
exploit,12.991,18.343,0.484,8.837,0.407,1.143,-57.98109436035156,-19.691,-31.615,-51.306
exploit,13.018,18.302,0.480,8.756,0.448,1.102,-60.338401794433594,-20.343,-33.042,-53.385
exploit,12.806,18.260,0.712,8.777,0.490,1.060,-59.01580810546875,-19.801,-32.102,-51.903
exploit,12.822,18.320,0.617,8.943,0.430,1.120,-59.259124755859375,-20.099,-32.596,-52.695
exploit,12.782,18.308,0.696,8.902,0.442,1.108,-59.75420379638672,-23.721,-37.122,-60.843
exploit,13.011,18.381,0.514,8.833,0.370,1.181,-57.26383972167969,-19.845,-32.632,-52.477
exploit,12.988,18.296,0.464,8.888,0.454,1.096,-57.475425720214844,-20.522,-31.527,-52.049
exploit,13.048,18.364,0.489,8.809,0.387,1.164,-57.146705627441406,-20.395,-31.995,-52.39
exploit,12.978,18.354,0.532,8.883,0.397,1.154,-57.013343811035156,-19.866,-32.151,-52.017
exploit,12.932,18.343,0.561,8.892,0.407,1.143,-57.48102569580078,-19.602,-31.812,-51.414
explore,15.226,17.647,1.873,6.457,1.103,0.447,-86.02424621582031,-100,-25.315,-125.315
exploit,12.880,18.358,0.605,8.840,0.392,1.158,-58.15924835205078,-19.958,-32.059,-52.017
exploit,12.984,18.371,0.566,8.815,0.379,1.171,-57.728546142578125,-19.817,-33.317,-53.134
exploit,12.891,18.339,0.579,8.886,0.411,1.139,-57.37786102294922,-19.913,-32.727,-52.64
exploit,12.906,18.293,0.698,8.794,0.457,1.093,-58.066741943359375,-22.206,-35.012,-57.218
explore,14.967,17.384,1.742,6.837,1.366,0.185,-79.85950469970703,-100,-40.501,-140.501
exploit,12.821,18.286,0.662,8.947,0.464,1.086,-59.060707092285156,-22.117,-35.215,-57.332
exploit,12.910,18.326,0.561,8.845,0.425,1.126,-57.20714569091797,-19.769,-33.375,-53.144
exploit,12.875,18.355,0.590,8.883,0.395,1.155,-57.187286376953125,-19.441,-32.241,-51.682
exploit,12.996,18.347,0.530,8.754,0.403,1.147,-57.764366149902344,-19.732,-31.936,-51.668
exploit,12.861,18.293,0.572,8.907,0.458,1.093,-57.49977111816406,-19.79,-32.206,-51.996
exploit,13.002,18.364,0.536,8.824,0.386,1.164,-56.12467956542969,-19.729,-32.622,-52.351
exploit,12.995,18.340,0.508,8.843,0.410,1.140,-55.868896484375,-19.449,-32.05,-51.499
exploit,12.879,18.282,0.675,8.811,0.468,1.082,-57.55010223388672,-20.117,-32.624,-52.741
exploit,13.030,18.414,0.522,8.702,0.336,1.214,-57.308570861816406,-19.798,-32.4,-52.198
exploit,13.138,18.406,0.495,8.683,0.344,1.206,-57.298011779785156,-19.603,-31.207,-50.81
