roberto_reward,marvin_reward,reward
-1010.2,-1010.2,-2020.4
-21.701,-22.607,-44.308
-1011.1,-1011.1,-2022.2
-21.103,-22.502,-43.605
-1012.5,-1012.5,-2025
-1010.01,-1010.01,-2020.02
-23.202,-24.4,-47.602
-22.801,-26.004,-48.805
-1009.31,-1009.31,-2018.62
-22.006,-23.1,-45.106
-1009.5,-1009.5,-2019
-20.8,-22.101,-42.901
-1012.7,-1012.7,-2025.4
-21.501,-21.8,-43.301
-24.904,-23.802,-48.706
-22.9,-23.206,-46.106
-25.7,-26.001,-51.701
-1008.8,-1008.8,-2017.6
-1008.22,-1008.22,-2016.45
-1008.1,-1008.1,-2016.2
-1009.5,-1009.5,-2019.01
-1008.41,-1008.41,-2016.82
-1010.6,-1010.6,-2021.2
-1009.4,-1009.4,-2018.81
-1010,-1010,-2020
-1010.11,-1010.11,-2020.21
-1011.3,-1011.3,-2022.6
-1011.5,-1011.5,-2023
-1011.9,-1011.9,-2023.8
-21.402,-22.501,-43.903
-1014.5,-1014.5,-2029
-1007.9,-1007.9,-2015.8
-1010.8,-1010.8,-2021.6
-1009,-1009,-2018
-22.72,-22.823,-45.543
-1010.3,-1010.3,-2020.6
-22.104,-22.501,-44.605
-22.101,-22.301,-44.402
-1007.7,-1007.7,-2015.41
-24.302,-25.203,-49.505
-23.401,-28.202,-51.603
-1008.1,-1008.1,-2016.2
-22.502,-22.502,-45.004
-23.403,-21.905,-45.308
-1007.8,-1007.8,-2015.6
-23.001,-22.401,-45.402
-1009.4,-1009.4,-2018.8
-1080.4,-1080.4,-2160.8
-21.6,-23.5,-45.1
-1008.4,-1008.4,-2016.8
-21.702,-22.602,-44.304
-1014.1,-1014.1,-2028.2
-1008.4,-1008.4,-2016.8
-23.1,-23.403,-46.503
-1011.01,-1011.01,-2022.02
-1011.8,-1011.8,-2023.61
-20.725,-21.904,-42.629
-1078.6,-1078.6,-2157.2
-1010.2,-1010.2,-2020.4
-1010.32,-1010.32,-2020.64
-1009.9,-1009.9,-2019.8
-1010.81,-1010.81,-2021.62
-1009.6,-1009.6,-2019.2
-1008.1,-1008.1,-2016.21
-1012.8,-1012.8,-2025.61
-21.002,-22.9,-43.902
-1007.8,-1007.8,-2015.6
-21.706,-26.603,-48.309
-1094.4,-1094.4,-2188.81
-1013.4,-1013.4,-2026.8
-1006.8,-1006.8,-2013.6
-1008.1,-1008.1,-2016.2
-21.205,-22.902,-44.107
-1008,-1008,-2016
-1008.7,-1008.7,-2017.4
-21.701,-22.2,-43.901
-1007.9,-1007.9,-2015.8
-1013,-1013,-2026
-1011.21,-1011.21,-2022.41
-1007.02,-1007.02,-2014.04
-1007.6,-1007.6,-2015.2
-21.703,-22.902,-44.605
-1007.5,-1007.5,-2015
-21.002,-22.201,-43.203
-22.701,-21.802,-44.503
-23.801,-24.804,-48.605
-1007.9,-1007.9,-2015.8
-1009.9,-1009.9,-2019.8
-22.401,-22.9,-45.301
-1011.71,-1011.71,-2023.41
-27.803,-27.702,-55.505
-21.9,-22.001,-43.901
-1008.1,-1008.1,-2016.2
-1010.9,-1010.9,-2021.8
-1008.61,-1008.61,-2017.22
-21.303,-22.006,-43.309
-21.4,-21.502,-42.902
-21.913,-22.5,-44.413
-21.905,-22.203,-44.108
-1008.41,-1008.41,-2016.82
