roberto_reward,marvin_reward,reward
-1007.2,-1007.2,-2014.4
-1010.3,-1010.3,-2020.6
-21.616,-22.722,-44.338
-1010.8,-1010.8,-2021.6
-1011.5,-1011.5,-2023
-1007.5,-1007.5,-2015
-23.901,-22.603,-46.504
-24.9,-28.904,-53.804
-1009.01,-1009.01,-2018.01
-1013.2,-1013.2,-2026.4
-1012.2,-1012.2,-2024.4
-23.401,-22.22,-45.621
-21.8,-21.203,-43.003
-22.9,-23.918,-46.818
-1011.3,-1011.3,-2022.61
-1012.3,-1012.3,-2024.6
-21.802,-22.4,-44.202
-1014.7,-1014.7,-2029.4
-21.601,-22.602,-44.203
-21.902,-23.702,-45.604
-21.905,-22.305,-44.21
-21.402,-23.702,-45.104
-1011.7,-1011.7,-2023.4
-22.408,-23.602,-46.01
-1010.8,-1010.8,-2021.61
-1009.71,-1009.71,-2019.41
-1011.32,-1011.32,-2022.63
-1007.81,-1007.81,-2015.63
-24.2,-29.803,-54.003
-1010.3,-1010.3,-2020.61
-21.8,-22.502,-44.302
-1007.3,-1007.3,-2014.61
-1016.8,-1016.8,-2033.6
-21.801,-22.3,-44.101
-1009.6,-1009.6,-2019.2
-1008.4,-1008.4,-2016.8
-1010.8,-1010.8,-2021.6
-1009.41,-1009.41,-2018.83
-1011.4,-1011.4,-2022.8
-1009.7,-1009.7,-2019.4
-21.702,-22.006,-43.708
-140.911,-146.702,-287.613
-1009.2,-1009.2,-2018.41
-21.402,-22.705,-44.107
-22.11,-22.901,-45.011
-1007.22,-1007.22,-2014.43
-1009.3,-1009.3,-2018.6
-1008.71,-1008.71,-2017.42
-1023.8,-1023.8,-2047.6
-24.106,-24.813,-48.919
-1009.61,-1009.61,-2019.22
-1010.9,-1010.9,-2021.8
-1008.6,-1008.6,-2017.21
-1010.2,-1010.2,-2020.41
-1007.9,-1007.9,-2015.81
-1010.1,-1010.1,-2020.2
-1011.5,-1011.5,-2023.01
-1012.7,-1012.7,-2025.41
-1008.9,-1008.9,-2017.8
-1007.41,-1007.41,-2014.81
-1008.4,-1008.4,-2016.81
-1010.3,-1010.3,-2020.6
-1009.3,-1009.3,-2018.6
-1007.7,-1007.7,-2015.4
-1009.5,-1009.5,-2019
-22.703,-22.9,-45.603
-1007.5,-1007.5,-2015
-1014.4,-1014.4,-2028.8
-1007.4,-1007.4,-2014.8
-1008.9,-1008.9,-2017.8
-1008,-1008,-2016
-1014.4,-1014.4,-2028.8
-21.019,-21.801,-42.82
-24.902,-24.902,-49.804
-1011.5,-1011.5,-2023
-1008.2,-1008.2,-2016.4
-24.511,-24.102,-48.613
-1010.01,-1010.01,-2020.01
-1008.02,-1008.02,-2016.04
-1008.9,-1008.9,-2017.8
-23.503,-26.702,-50.205
-1008.9,-1008.9,-2017.8
-22.4,-25.401,-47.801
-1008.01,-1008.01,-2016.03
-22.5,-23.313,-45.813
-1007.9,-1007.9,-2015.81
-1009.2,-1009.2,-2018.41
-1013.9,-1013.9,-2027.81
-22.402,-23.901,-46.303
-1011.11,-1011.11,-2022.21
-22.402,-22.902,-45.304
-21.9,-23.901,-45.801
-1009.32,-1009.32,-2018.64
-1008.41,-1008.41,-2016.82
-1010.8,-1010.8,-2021.6
-1012.4,-1012.4,-2024.8
-1007.71,-1007.71,-2015.42
-1011.9,-1011.9,-2023.81
-22.903,-22.802,-45.705
-1009.42,-1009.42,-2018.84
-1011.1,-1011.1,-2022.2
-1009,-1009,-2018
-22.602,-22.402,-45.004
