type,wx,wy,d1,d2,d3,d4,E_reward,roberto_reward,marvin_reward,reward
exploit,10.894,18.338,2.302,10.874,0.412,1.138,-53.28221130371094,-16.108,-37.72,-53.828
exploit,10.641,18.329,2.632,11.086,0.421,1.129,-57.87720489501953,-15.8,-37.301,-53.101
exploit,12.439,17.568,0.901,9.360,1.182,0.368,-55.111419677734375,-14.521,-32.526,-47.047
exploit,11.190,18.323,1.982,10.537,0.427,1.123,-57.55856704711914,-14.314,-36.008,-50.322
exploit,11.209,18.345,2.076,10.438,0.405,1.146,-54.92671203613281,-14.5,-36.508,-51.008
exploit,10.642,18.299,2.518,11.089,0.451,1.099,-57.85663986206055,-16.32,-42.122,-58.442
exploit,15.284,18.302,2.105,6.454,0.448,1.102,-62.65370178222656,-21.334,-28.034,-49.368
exploit,15.461,18.336,2.306,6.301,0.415,1.136,-59.234161376953125,-18.509,-24.51,-43.019
explore,14.522,18.001,1.314,7.174,0.749,0.801,-100.3921890258789,-143.606,-29.3,-172.906
exploit,11.012,18.297,2.305,10.816,0.453,1.097,-60.035396575927734,-14.71,-36.903,-51.613
explore,10.330,17.750,2.880,11.302,1.002,0.550,-78.95346069335938,-1019.97,-1019.97,-2039.95
exploit,11.095,18.341,2.151,10.696,0.409,1.141,-54.16994857788086,-1019.01,-1019.01,-2038.01
exploit,15.438,18.331,2.245,6.313,0.419,1.131,-60.24496078491211,-22.424,-26.821,-49.245
explore,10.926,18.220,2.276,10.826,0.530,1.020,-69.58082580566406,-1018.9,-1018.9,-2037.81
explore,12.230,17.875,1.014,9.588,0.875,0.675,-77.30325317382812,-1017.38,-1017.38,-2034.76
exploit,11.075,18.345,2.100,10.678,0.405,1.145,-54.72088623046875,-14.601,-35.904,-50.505
exploit,15.368,18.343,2.273,6.240,0.408,1.143,-59.48122787475586,-18.222,-23.406,-41.628
exploit,15.125,18.309,1.989,6.592,0.441,1.109,-57.20991134643555,-1013.65,-1013.65,-2027.3
explore,15.826,18.046,2.612,5.869,0.704,0.846,-89.900634765625,-142.807,-25.401,-168.208
exploit,11.593,18.311,1.752,10.144,0.439,1.111,-63.78278350830078,-14.7,-35.905,-50.605
explore,11.114,18.309,2.089,10.629,0.441,1.109,-59.78546905517578,-14.604,-36.605,-51.209
exploit,12.278,17.565,1.073,9.370,1.185,0.365,-59.89493942260742,-1017.62,-1017.62,-2035.25
exploit,11.066,18.337,2.111,10.689,0.414,1.137,-55.56043243408203,-14.402,-37.003,-51.405
exploit,15.597,18.341,2.422,6.152,0.409,1.141,-57.39154052734375,-19.003,-24.303,-43.306
exploit,12.218,17.602,1.067,9.520,1.148,0.402,-64.60777282714844,-15.106,-33.215,-48.321
exploit,10.788,18.311,2.409,10.938,0.439,1.111,-57.92649459838867,-14.3,-36.309,-50.609
exploit,10.480,17.562,2.737,11.265,1.188,0.362,-60.664371490478516,-17.101,-41,-58.101
explore,13.791,17.854,0.617,7.832,0.896,0.654,-91.61576080322266,-24.707,-141.915,-166.622
exploit,10.439,17.559,2.950,11.176,1.191,0.359,-56.21641540527344,-14.51,-38.703,-53.213
explore,14.990,18.161,1.755,6.719,0.589,0.961,-84.9512710571289,-1011.6,-1011.6,-2023.2
exploit,11.172,18.312,2.023,10.564,0.439,1.112,-59.33528137207031,-21.1,-46.717,-67.817
explore,10.156,17.919,3.097,11.613,0.862,0.719,-93.03716278076172,-1096.6,-1096.6,-2193.2
exploit,11.053,18.345,2.214,10.665,0.405,1.145,-55.24278259277344,-14.601,-36.828,-51.429
exploit,10.542,17.558,2.742,11.282,1.192,0.358,-59.45637893676758,-1020.41,-1020.41,-2040.82
exploit,10.499,18.339,2.683,11.250,0.411,1.139,-55.652008056640625,-14.402,-36.927,-51.329
exploit,10.553,18.342,2.689,11.163,0.409,1.142,-56.86640548706055,-14.403,-37.106,-51.509
exploit,10.992,18.303,2.207,10.746,0.447,1.103,-60.16360855102539,-14.502,-36.803,-51.305
exploit,11.235,18.314,1.954,10.516,0.436,1.114,-59.0595703125,-1019.81,-1019.81,-2039.62
explore,9.826,18.357,3.386,11.877,0.661,0.674,-86.71517944335938,-14.608,-39.722,-54.33
exploit,15.226,18.315,1.984,6.435,0.435,1.115,-62.40055847167969,-21.403,-28.508,-49.911
exploit,10.567,17.555,2.637,11.176,1.195,0.355,-64.7092056274414,-1020.1,-1020.1,-2040.2
exploit,12.444,17.644,0.880,9.287,1.106,0.444,-64.73677062988281,-18.003,-33.039,-51.042
explore,15.161,18.120,1.955,6.583,0.631,0.920,-90.50196075439453,-147.3,-32.801,-180.101
exploit,15.640,18.348,2.473,6.151,0.402,1.148,-54.534332275390625,-1014.3,-1014.3,-2028.6
exploit,10.633,18.344,2.569,11.098,0.406,1.144,-53.57206344604492,-14.525,-37.447,-51.972
explore,13.964,17.802,0.813,7.774,0.948,0.602,-94.6837387084961,-142.601,-27.301,-169.902
exploit,15.616,18.316,2.431,6.038,0.434,1.116,-63.41095733642578,-21.102,-26.504,-47.606
exploit,15.031,18.346,1.833,6.732,0.404,1.146,-52.58330154418945,-17.557,-25.252,-42.809
explore,9.482,17.995,3.692,12.226,0.781,0.795,-82.65033721923828,-14.501,-43.504,-58.005
explore,15.087,17.997,1.912,6.617,0.753,0.797,-101.27289581298828,-142.9,-24.7,-167.6
exploit,11.426,18.349,1.750,10.275,0.401,1.149,-59.032508850097656,-14.501,-35.507,-50.008
exploit,15.494,18.315,2.224,6.070,0.435,1.115,-61.62574768066406,-19.409,-25.208,-44.617
exploit,10.869,18.284,2.340,10.922,0.467,1.084,-60.56317901611328,-14.702,-37.304,-52.006
exploit,15.206,18.326,2.043,6.578,0.424,1.126,-54.490360260009766,-17.234,-25.017,-42.251
exploit,10.485,18.318,2.734,11.263,0.432,1.118,-59.833736419677734,-16.201,-37.705,-53.906
exploit,10.478,18.324,2.771,11.236,0.426,1.124,-60.94954299926758,-14.609,-37.81,-52.419
exploit,12.418,17.642,0.829,9.270,1.109,0.442,-63.86046600341797,-14.701,-33.101,-47.802
exploit,10.773,18.342,2.458,10.954,0.408,1.142,-53.80717849731445,-14.409,-37.321,-51.73
exploit,15.021,18.336,1.874,6.740,0.415,1.136,-52.75684356689453,-19.626,-27.626,-47.252
exploit,10.835,18.310,2.369,10.912,0.440,1.110,-57.53229522705078,-14.514,-36.43,-50.944
exploit,10.939,18.350,2.258,10.752,0.400,1.150,-53.98406982421875,-16.202,-36.403,-52.605
explore,16.881,17.939,3.605,4.914,0.811,0.739,-93.83089447021484,-140.9,-25.102,-166.002
exploit,15.024,18.346,1.759,6.548,0.404,1.146,-53.29844665527344,-19.31,-26.61,-45.92
exploit,12.342,17.579,0.954,9.377,1.171,0.379,-57.23199462890625,-14.602,-32.809,-47.411
exploit,12.361,17.572,0.979,9.419,1.178,0.373,-56.761043548583984,-18.301,-33.606,-51.907
exploit,15.572,18.336,2.419,6.112,0.414,1.136,-59.25776672363281,-140.058,-23.855,-163.913
exploit,11.238,18.313,2.074,10.330,0.437,1.113,-56.03742980957031,-14.402,-35.506,-49.908
exploit,14.987,18.337,1.786,6.804,0.413,1.137,-55.2849006652832,-18.945,-26.544,-45.489
exploit,15.381,18.335,2.246,6.316,0.415,1.135,-59.318931579589844,-21.203,-27.804,-49.007
exploit,10.885,18.298,2.409,10.888,0.452,1.098,-60.12646484375,-15.802,-40.506,-56.308
exploit,14.984,18.307,1.841,6.725,0.443,1.107,-59.16903305053711,-1012.92,-1012.92,-2025.84
exploit,15.219,18.326,2.059,6.537,0.424,1.126,-55.189544677734375,-1013.74,-1013.74,-2027.47
exploit,10.908,18.294,2.312,10.807,0.456,1.094,-61.12139129638672,-14.514,-37.719,-52.233
exploit,15.200,18.326,2.035,6.547,0.424,1.126,-56.49164581298828,-18.015,-24.315,-42.33
exploit,15.332,18.324,2.010,6.297,0.426,1.124,-60.32274627685547,-18.212,-24,-42.212
explore,14.465,18.145,1.290,7.279,0.606,0.945,-94.44145202636719,-1014.71,-1014.71,-2029.42
exploit,11.170,18.336,2.047,10.531,0.414,1.136,-57.19959259033203,-14.507,-36.221,-50.728
exploit,15.107,18.337,1.929,6.656,0.414,1.137,-53.1694221496582,-17.814,-25.719,-43.533
exploit,10.692,18.317,2.537,10.997,0.433,1.117,-57.60750198364258,-14.5,-36.714,-51.214
exploit,15.182,18.317,2.013,6.599,0.433,1.117,-56.589698791503906,-18.349,-24.05,-42.399
explore,10.287,17.640,2.953,11.464,1.115,0.440,-75.85311889648438,-1022.51,-1022.51,-2045.01
exploit,15.449,18.296,2.241,6.159,0.454,1.096,-65.62200164794922,-1013.33,-1013.33,-2026.65
exploit,10.934,18.313,2.242,10.828,0.437,1.113,-57.14870071411133,-14.607,-36.509,-51.116
exploit,10.349,18.349,2.845,11.396,0.403,1.149,-59.66669464111328,-1020.2,-1020.2,-2040.41
exploit,15.211,18.308,2.059,6.455,0.442,1.109,-61.68901824951172,-17.73,-24.028,-41.758
explore,9.247,17.681,3.934,12.480,1.069,0.481,-71.71897888183594,-1022.9,-1022.9,-2045.81
exploit,10.950,18.307,2.228,10.763,0.443,1.108,-59.18793487548828,-14.5,-36.318,-50.818
exploit,10.667,18.309,2.510,11.057,0.441,1.109,-56.484619140625,-16.009,-38.224,-54.233
exploit,12.398,17.572,0.990,9.391,1.178,0.372,-57.657859802246094,-21.1,-36.922,-58.022
explore,15.423,17.971,2.282,6.293,0.779,0.771,-100.14066314697266,-141.505,-23.901,-165.406
exploit,15.150,18.343,1.941,6.515,0.407,1.143,-53.344627380371094,-21.106,-28.309,-49.415
explore,15.349,18.161,2.241,6.346,0.590,0.961,-86.08802795410156,-26.5,-142.302,-168.802
explore,12.467,17.636,0.798,9.275,1.114,0.436,-61.408050537109375,-14.332,-32.128,-46.46
exploit,10.616,18.284,2.588,11.149,0.466,1.084,-59.76687240600586,-14.502,-37.002,-51.504
exploit,10.956,18.338,2.210,10.786,0.412,1.139,-54.23664093017578,-14.401,-37.133,-51.534
exploit,15.907,18.302,2.697,5.831,0.449,1.102,-68.60863494873047,-21.902,-26.701,-48.603
exploit,11.241,18.328,1.982,10.478,0.422,1.128,-58.307342529296875,-14.402,-35.802,-50.204
exploit,11.136,18.341,2.065,10.539,0.409,1.141,-56.380760192871094,-16.301,-36.306,-52.607
explore,12.908,18.140,0.347,8.828,0.610,0.940,-96.72944641113281,-200,-200,-400
exploit,14.872,18.333,1.722,6.850,0.417,1.134,-59.81602096557617,-18.045,-25.737,-43.782
exploit,12.254,17.556,1.028,9.454,1.194,0.356,-57.195438385009766,-18.205,-34.83,-53.035
explore,10.247,17.754,2.989,11.508,1.006,0.554,-89.06700134277344,-1019.6,-1019.6,-2039.21
exploit,11.224,18.338,1.975,10.460,0.413,1.138,-57.048587799072266,-16.006,-35.924,-51.93
exploit,11.459,18.347,1.770,10.317,0.404,1.147,-58.14832305908203,-17.202,-42.021,-59.223
explore,9.922,18.589,3.311,11.734,0.464,0.623,-80.912109375,-1018.63,-1018.63,-2037.27
exploit,11.011,18.342,2.182,10.746,0.408,1.143,-54.1800537109375,-14.403,-35.903,-50.306
exploit,14.933,18.347,1.797,6.792,0.403,1.147,-52.71765899658203,-18.714,-25.819,-44.533
exploit,10.611,18.343,2.570,11.102,0.408,1.143,-53.27848815917969,-15.903,-40.922,-56.825
exploit,10.986,18.331,2.226,10.780,0.419,1.131,-55.24983215332031,-16.3,-37.608,-53.908
exploit,11.369,18.269,1.896,10.408,0.481,1.069,-64.81245422363281,-1023.8,-1023.8,-2047.6
exploit,11.381,18.328,1.829,10.384,0.422,1.128,-58.95148849487305,-14.424,-36.034,-50.458
exploit,10.646,18.341,2.554,11.097,0.409,1.141,-53.09890365600586,-15.402,-36.932,-52.334
exploit,15.885,18.339,2.579,5.680,0.411,1.139,-53.805973052978516,-20.807,-26.011,-46.818
exploit,10.947,18.310,2.248,10.823,0.440,1.110,-57.36790466308594,-14.505,-36.503,-51.008
exploit,15.031,18.336,1.783,6.597,0.414,1.136,-53.953819274902344,-17.603,-24.702,-42.305
exploit,11.170,18.345,2.039,10.493,0.406,1.145,-55.857582092285156,-14.405,-36.138,-50.543
exploit,10.883,18.339,2.340,10.850,0.411,1.139,-53.776031494140625,-16.403,-38.314,-54.717
exploit,10.733,18.340,2.433,11.027,0.410,1.140,-51.00312805175781,-15.7,-40.622,-56.322
explore,14.106,17.986,0.887,7.576,0.765,0.786,-97.61376953125,-26.2,-141.208,-167.408
exploit,12.294,17.611,0.998,9.428,1.139,0.411,-60.314720153808594,-14.803,-33.106,-47.909
exploit,10.776,18.322,2.535,10.994,0.428,1.122,-56.72284698486328,-14.702,-37.105,-51.807
exploit,12.310,17.556,0.989,9.442,1.194,0.357,-54.48417663574219,-18.411,-33.704,-52.115
exploit,10.518,18.339,2.793,11.101,0.412,1.139,-59.46858215332031,-14.532,-37.563,-52.095
exploit,15.003,18.336,1.866,6.759,0.414,1.136,-52.07764434814453,-17.713,-24.821,-42.534
explore,9.845,18.930,3.414,11.931,0.490,0.511,-69.25603485107422,-200,-41.502,-241.502
explore,10.429,18.079,2.721,11.311,0.671,0.879,-80.99658203125,-1020.93,-1020.93,-2041.85
exploit,11.159,18.308,2.160,10.491,0.443,1.108,-58.62238311767578,-14.516,-36.615,-51.131
exploit,12.495,17.573,0.855,9.272,1.177,0.373,-56.93463897705078,-17.109,-32.503,-49.612
exploit,10.778,18.299,2.539,10.839,0.451,1.099,-59.805084228515625,-16.213,-37.414,-53.627
explore,17.048,18.150,3.839,4.710,0.600,0.950,-93.28990173339844,-141.609,-149.903,-291.512
exploit,11.013,18.316,2.167,10.707,0.435,1.116,-58.19890594482422,-1021.1,-1021.1,-2042.21
exploit,14.938,18.284,1.673,6.690,0.466,1.084,-64.75747680664062,-1012.05,-1012.05,-2024.1
exploit,10.644,18.272,2.536,11.111,0.478,1.072,-60.737022399902344,-14.401,-37.709,-52.11
explore,9.892,17.733,3.338,11.835,1.130,0.533,-87.27611541748047,-14.422,-147.323,-161.745
exploit,12.465,17.606,0.878,9.261,1.144,0.407,-60.68212890625,-19.202,-34.515,-53.717
exploit,11.325,18.331,1.947,10.418,0.419,1.131,-58.146240234375,-14.507,-35.442,-49.949
explore,10.601,18.299,2.641,11.004,0.451,1.099,-60.545082092285156,-14.407,-37.23,-51.637
exploit,10.627,18.319,2.558,11.077,0.431,1.119,-56.02113342285156,-14.502,-37.001,-51.503
exploit,12.427,17.621,0.926,9.347,1.129,0.422,-59.2470703125,-14.511,-33.012,-47.523
exploit,14.980,18.338,1.772,6.682,0.412,1.138,-54.929710388183594,-19.21,-26.71,-45.92
exploit,11.181,18.342,2.114,10.582,0.409,1.142,-56.057865142822266,-14.703,-36.711,-51.414
exploit,11.344,18.334,1.846,10.329,0.416,1.134,-58.629947662353516,-16.002,-36.003,-52.005
explore,9.263,17.794,3.995,12.433,0.956,0.595,-77.79102325439453,-14.606,-45.801,-60.407
explore,10.595,17.652,2.648,11.173,1.098,0.452,-80.7563247680664,-1019.2,-1019.2,-2038.41
exploit,15.195,18.317,1.991,6.595,0.434,1.117,-56.14848709106445,-19.621,-26.605,-46.226
exploit,11.235,18.309,1.989,10.464,0.441,1.109,-60.441795349121094,-14.502,-36.001,-50.503
exploit,11.342,18.329,1.927,10.280,0.421,1.129,-56.739723205566406,-14.305,-36.203,-50.508
exploit,10.663,18.341,2.519,11.053,0.409,1.141,-52.53817367553711,-16.129,-36.948,-53.077
exploit,15.568,18.337,2.247,6.073,0.414,1.137,-58.89265441894531,-21.708,-27.909,-49.617
exploit,15.214,18.310,1.970,6.505,0.440,1.110,-60.03160095214844,-17.603,-23.601,-41.204
explore,9.942,18.760,3.455,11.701,0.395,0.608,-77.93476104736328,-49.102,-154.507,-203.609
exploit,12.367,17.569,0.923,9.355,1.181,0.370,-54.272003173828125,-14.542,-33.043,-47.585
exploit,15.315,18.342,2.192,6.343,0.409,1.142,-57.724159240722656,-21.513,-28.912,-50.425
exploit,12.471,17.551,0.906,9.342,1.199,0.351,-52.30244445800781,-14.418,-32.411,-46.829
exploit,17.742,18.889,0.966,8.300,0.343,0.657,-41.45451736450195,-152.149,-37.251,-189.4
exploit,15.339,18.346,2.089,6.476,0.404,1.146,-52.5604248046875,-20.303,-26.903,-47.206
explore,16.522,17.993,3.343,5.233,0.758,0.793,-91.19120788574219,-141.055,-25.955,-167.01
exploit,10.746,18.349,2.508,10.962,0.401,1.149,-52.51423645019531,-16.403,-37.204,-53.607
exploit,15.702,18.349,2.484,6.014,0.401,1.149,-58.48468017578125,-19.314,-24.21,-43.524
exploit,15.628,18.339,2.413,6.077,0.411,1.139,-60.05889129638672,-20.813,-26.51,-47.323
explore,9.697,17.718,3.503,12.075,1.111,0.518,-79.900146484375,-15.721,-40.912,-56.633
explore,15.283,17.621,2.181,6.480,1.129,0.421,-76.08860778808594,-1012.92,-1012.92,-2025.83
exploit,15.438,18.320,2.291,6.218,0.430,1.120,-62.752586364746094,-18.618,-24.917,-43.535
exploit,10.502,18.343,2.680,11.249,0.407,1.143,-55.40106964111328,-14.303,-37.217,-51.52
exploit,16.021,18.345,2.738,5.709,0.405,1.145,-59.12671661376953,-141.003,-23.302,-164.305
exploit,10.665,18.322,2.538,11.036,0.429,1.122,-55.70835876464844,-14.7,-37.203,-51.903
explore,12.647,18.015,0.589,9.132,0.735,0.815,-92.77432250976562,-1017.4,-1017.4,-2034.81
exploit,11.107,18.332,2.138,10.609,0.418,1.133,-57.03656768798828,-16.001,-48.441,-64.442
exploit,12.294,17.557,1.002,9.460,1.193,0.357,-54.230369567871094,-14.703,-32.823,-47.526
exploit,11.338,18.339,1.882,10.406,0.411,1.139,-57.231021881103516,-14.7,-45.205,-59.905
exploit,12.427,17.639,0.860,9.299,1.111,0.439,-60.23307418823242,-15.211,-32.81,-48.021
exploit,14.932,18.333,1.770,6.776,0.417,1.133,-56.01252746582031,-17.506,-25.905,-43.411
exploit,10.870,18.312,2.310,10.820,0.438,1.112,-58.118194580078125,-14.504,-36.535,-51.039
exploit,10.555,18.341,2.621,11.154,0.409,1.142,-54.046878814697266,-16.512,-40.437,-56.949
exploit,14.941,18.349,1.643,6.790,0.401,1.149,-56.49167251586914,-17.405,-25.304,-42.709
exploit,15.130,18.319,1.985,6.645,0.431,1.119,-53.818721771240234,-18.506,-25.707,-44.213
exploit,12.414,17.596,0.892,9.366,1.154,0.396,-53.73822021484375,-14.402,-32.603,-47.005
exploit,12.260,17.631,0.991,9.479,1.120,0.431,-59.19804763793945,-14.921,-33.324,-48.245
exploit,10.668,18.347,2.563,11.068,0.403,1.147,-52.63618850708008,-16.114,-38.107,-54.221
explore,13.996,18.270,0.832,7.731,0.480,1.071,-81.42179107666016,-1013.41,-1013.41,-2026.82
exploit,12.450,17.554,0.924,9.292,1.196,0.354,-54.99470520019531,-15.316,-31.92,-47.236
exploit,10.722,18.344,2.486,11.037,0.407,1.144,-51.65872573852539,-15.308,-36.802,-52.11
exploit,15.324,18.332,2.120,6.362,0.418,1.132,-58.187744140625,-19.305,-25.705,-45.01
exploit,12.434,17.604,0.895,9.338,1.146,0.404,-55.522071838378906,-14.709,-32.221,-46.93
exploit,12.471,17.618,0.873,9.328,1.132,0.418,-56.371341705322266,-14.506,-32.605,-47.111
exploit,15.047,18.342,1.928,6.703,0.408,1.142,-48.75578308105469,-18.606,-26.008,-44.614
exploit,12.372,17.694,0.884,9.332,1.056,0.494,-62.77897644042969,-1015.7,-1015.7,-2031.41
explore,9.623,18.176,3.571,12.070,0.666,0.976,-74.79590606689453,-1021.1,-1021.1,-2042.2
exploit,14.917,18.340,1.753,6.846,0.410,1.141,-54.41261672973633,-17.604,-24.704,-42.308
exploit,15.250,18.348,2.083,6.463,0.403,1.148,-52.25153350830078,-17.401,-24.31,-41.711
exploit,10.608,18.345,2.681,11.209,0.406,1.145,-55.459129333496094,-1019.62,-1019.62,-2039.25
exploit,10.652,18.344,2.586,11.149,0.406,1.144,-52.618167877197266,-15.805,-37.516,-53.321
exploit,15.015,18.348,1.877,6.736,0.402,1.148,-47.8856201171875,-18.904,-25.603,-44.507
exploit,11.231,18.334,1.971,10.430,0.416,1.134,-57.239112854003906,-17.8,-43.413,-61.213
exploit,11.234,18.336,1.979,10.512,0.414,1.136,-57.182861328125,-16.301,-40.822,-57.123
exploit,10.794,18.328,2.464,10.929,0.422,1.128,-55.23511505126953,-16.602,-41.643,-58.245
exploit,15.698,18.345,2.438,5.945,0.405,1.145,-56.30376434326172,-21.904,-25.614,-47.518
exploit,14.894,18.339,1.636,6.680,0.411,1.140,-54.434226989746094,-17.608,-25.01,-42.618
explore,9.941,18.188,3.241,11.840,0.716,0.942,-82.60089874267578,-14.602,-40.409,-55.011
exploit,10.598,18.273,2.590,11.139,0.477,1.073,-61.7830810546875,-15.401,-37.91,-53.311
exploit,14.608,18.344,1.472,7.092,0.406,1.144,-67.4251480102539,-17.27,-25.971,-43.241
exploit,15.146,18.327,1.963,6.648,0.423,1.127,-52.00447082519531,-17.643,-25.028,-42.671
exploit,10.693,18.329,2.527,11.068,0.421,1.129,-54.30097579956055,-14.5,-37.621,-52.121
exploit,14.816,18.330,1.636,6.857,0.420,1.130,-57.82638931274414,-19.009,-27.407,-46.416
exploit,10.790,18.327,2.496,10.947,0.423,1.127,-55.454036712646484,-15.702,-36.902,-52.604
exploit,10.943,18.336,2.209,10.773,0.415,1.136,-55.117950439453125,-17.204,-41.312,-58.516
explore,15.757,18.008,2.554,5.949,0.743,0.808,-93.82380676269531,-141.814,-25.409,-167.223
exploit,15.008,18.316,1.780,6.845,0.435,1.116,-56.158973693847656,-18.127,-26.228,-44.355
exploit,15.322,18.349,2.084,6.422,0.401,1.149,-53.07275390625,-21.315,-27.623,-48.938
exploit,10.889,18.349,2.334,10.843,0.401,1.149,-52.69074249267578,-14.6,-36.756,-51.356
exploit,12.327,17.621,0.964,9.392,1.129,0.421,-58.862857818603516,-1018.01,-1018.01,-2036.02
exploit,14.767,18.338,1.531,6.854,0.412,1.138,-56.55653381347656,-17.608,-24.102,-41.71
exploit,15.207,18.334,1.997,6.620,0.416,1.135,-50.57125473022461,-19.402,-26.006,-45.408
exploit,12.501,17.565,0.826,9.237,1.185,0.366,-56.23646545410156,-16.905,-32.207,-49.112
exploit,15.146,18.336,2.035,6.585,0.414,1.136,-50.91218185424805,-21.707,-28.6,-50.307
exploit,11.180,18.303,2.130,10.449,0.447,1.103,-58.48139953613281,-16.932,-40.834,-57.766
exploit,15.282,18.307,2.096,6.422,0.443,1.107,-61.59601593017578,-18.312,-24.01,-42.322
exploit,10.881,18.321,2.361,10.885,0.429,1.121,-55.76612091064453,-14.8,-37.105,-51.905
explore,12.576,18.009,0.626,9.122,0.741,0.809,-96.51695251464844,-151.7,-37.008,-188.708
exploit,10.475,18.293,2.721,11.220,0.457,1.093,-63.25993347167969,-16.102,-37.806,-53.908
exploit,10.520,18.350,2.669,11.263,0.400,1.150,-54.87922668457031,-14.8,-49.916,-64.716
exploit,14.647,18.342,1.469,7.057,0.408,1.142,-60.35469436645508,-1012.71,-1012.71,-2025.43
exploit,10.957,18.310,2.338,10.689,0.441,1.110,-58.367210388183594,-15.701,-36.045,-51.746
explore,10.635,17.881,2.524,11.075,0.869,0.681,-96.78761291503906,-1021.21,-1021.21,-2042.41
exploit,11.223,18.336,1.994,10.521,0.414,1.136,-57.28595733642578,-17.02,-41.143,-58.163
exploit,11.325,18.294,1.838,10.416,0.456,1.094,-62.61444091796875,-14.327,-35.53,-49.857
exploit,15.015,18.318,1.815,6.669,0.432,1.118,-55.4190559387207,-19.118,-25.212,-44.33
exploit,11.213,18.345,1.990,10.543,0.405,1.145,-55.95433807373047,-14.501,-35.71,-50.211
exploit,10.525,18.310,2.677,11.236,0.440,1.110,-59.68036651611328,-15.611,-37.706,-53.317
exploit,11.341,18.336,1.922,10.336,0.414,1.136,-56.6568603515625,-14.406,-36.217,-50.623
exploit,15.020,18.336,1.683,6.662,0.415,1.136,-52.147796630859375,-1014.35,-1014.35,-2028.71
explore,13.968,17.812,0.754,7.681,0.938,0.612,-94.6194076538086,-154.907,-172.014,-326.921
exploit,11.090,18.294,2.077,10.634,0.456,1.094,-62.07330322265625,-14.4,-36.105,-50.505
exploit,10.834,18.313,2.465,10.788,0.437,1.113,-57.136207580566406,-14.5,-36.813,-51.313
exploit,14.852,18.344,1.718,6.873,0.406,1.144,-53.46242141723633,-17.708,-25.41,-43.118
exploit,15.221,18.330,2.076,6.492,0.420,1.130,-54.512176513671875,-1013.71,-1013.71,-2027.41
exploit,15.611,18.343,2.430,6.147,0.407,1.144,-58.30375671386719,-138.607,-21.706,-160.313
exploit,12.296,17.558,1.034,9.391,1.192,0.358,-57.42829132080078,-1018.3,-1018.3,-2036.61
exploit,12.319,17.605,0.955,9.418,1.145,0.405,-56.648048400878906,-16.702,-32.415,-49.117
exploit,10.814,18.305,2.449,10.977,0.445,1.106,-57.10504150390625,-1019.03,-1019.03,-2038.06
exploit,14.892,18.323,1.718,6.853,0.427,1.123,-57.33360290527344,-19.212,-28.015,-47.227
exploit,11.105,18.282,2.099,10.529,0.468,1.082,-63.018367767333984,-14.401,-35.804,-50.205
exploit,10.928,18.325,2.314,10.783,0.425,1.125,-56.57219314575195,-16.501,-37.905,-54.406
explore,10.151,17.719,3.111,11.530,1.057,0.520,-90.34979248046875,-1022.9,-1022.9,-2045.81
exploit,12.485,17.561,0.829,9.269,1.189,0.361,-53.582069396972656,-14.912,-31.618,-46.53
exploit,15.106,18.321,1.868,6.639,0.430,1.121,-55.16804504394531,-18.119,-24.716,-42.835
exploit,15.270,18.321,2.032,6.446,0.429,1.121,-58.57292938232422,-19.12,-24.82,-43.94
exploit,15.292,18.331,2.173,6.420,0.419,1.131,-57.08100128173828,-1013.41,-1013.41,-2026.83
explore,15.395,17.898,2.270,6.281,0.852,0.698,-102.01876068115234,-140.001,-24.002,-164.003
exploit,10.689,18.307,2.466,11.047,0.443,1.107,-56.30328369140625,-1020.9,-1020.9,-2041.8
exploit,10.577,18.348,2.619,11.195,0.402,1.148,-53.911128997802734,-14.401,-37.34,-51.741
exploit,10.759,18.324,2.469,10.996,0.427,1.124,-55.817893981933594,-15.916,-37.301,-53.217
exploit,15.379,18.335,2.198,6.322,0.416,1.135,-59.386077880859375,-1013.5,-1013.5,-2027.01
exploit,10.849,18.241,2.348,10.882,0.510,1.041,-67.45369720458984,-15.505,-49.451,-64.956
exploit,14.819,18.341,1.672,6.871,0.409,1.141,-54.95814895629883,-19.011,-27.813,-46.824
exploit,12.295,17.655,1.004,9.438,1.095,0.455,-64.89921569824219,-1017.77,-1017.77,-2035.54
exploit,11.088,18.335,2.116,10.648,0.415,1.135,-56.188743591308594,-15.91,-39.61,-55.52
exploit,10.921,18.316,2.268,10.846,0.434,1.116,-57.115135192871094,-14.529,-36.346,-50.875
exploit,11.310,18.343,1.917,10.464,0.408,1.143,-56.176856994628906,-16.517,-37.105,-53.622
exploit,11.105,18.312,2.140,10.559,0.438,1.112,-58.69806671142578,-15.413,-36.414,-51.827
explore,16.686,17.972,3.505,5.029,0.778,0.772,-94.50738525390625,-141.004,-26.102,-167.106
exploit,15.156,18.334,1.968,6.646,0.417,1.134,-50.19091796875,-17.523,-24.82,-42.343
exploit,11.210,18.302,1.957,10.470,0.449,1.102,-60.82720184326172,-1018.63,-1018.63,-2037.25
exploit,10.824,18.300,2.570,10.749,0.450,1.100,-55.55164337158203,-14.7,-37.507,-52.207
exploit,11.122,18.306,2.090,10.543,0.444,1.107,-60.093482971191406,-14.501,-36.214,-50.715
explore,14.454,17.847,1.178,7.109,0.903,0.647,-89.83255767822266,-28.004,-144.204,-172.208
exploit,10.889,18.343,2.314,10.869,0.407,1.143,-53.27504348754883,-14.501,-36.916,-51.417
