roberto_reward,marvin_reward,reward
-131.304,-29.2,-160.504
-1007.8,-1007.8,-2015.6
-1008,-1008,-2016
-1007.51,-1007.51,-2015.01
-1009.9,-1009.9,-2019.81
-1007.51,-1007.51,-2015.01
-1007.8,-1007.8,-2015.6
-1010.82,-1010.82,-2021.63
-1010.1,-1010.1,-2020.2
-1009.2,-1009.2,-2018.4
-1009.4,-1009.4,-2018.81
-1008.63,-1008.63,-2017.25
-1007.31,-1007.31,-2014.62
-1009,-1009,-2018
-1009.3,-1009.3,-2018.6
-1008.71,-1008.71,-2017.41
-1009.3,-1009.3,-2018.61
-1008.9,-1008.9,-2017.8
-1013,-1013,-2026
-1008.51,-1008.51,-2017.02
-1007.5,-1007.5,-2015
-1007.7,-1007.7,-2015.41
-1009.61,-1009.61,-2019.22
-1011,-1011,-2022
-1008.3,-1008.3,-2016.6
-1009.22,-1009.22,-2018.43
-1007.8,-1007.8,-2015.6
-1013.71,-1013.71,-2027.42
-1008.8,-1008.8,-2017.6
-1010.9,-1010.9,-2021.8
-1009.5,-1009.5,-2019
-1011.3,-1011.3,-2022.6
-1007.4,-1007.4,-2014.8
-1010.2,-1010.2,-2020.4
-1013.71,-1013.71,-2027.42
-1007,-1007,-2014
-1007.5,-1007.5,-2015
-1010.4,-1010.4,-2020.8
-1013.5,-1013.5,-2027.01
-1008.11,-1008.11,-2016.22
-31.506,-28.603,-60.109
-1011.2,-1011.2,-2022.4
-1007.81,-1007.81,-2015.62
-1008.91,-1008.91,-2017.81
-28.527,-28.638,-57.165
-1012.8,-1012.8,-2025.6
-1008.7,-1008.7,-2017.41
-1008.9,-1008.9,-2017.8
-1011.1,-1011.1,-2022.2
-1008.3,-1008.3,-2016.6
-1007.3,-1007.3,-2014.6
-1011.2,-1011.2,-2022.4
-1007.7,-1007.7,-2015.41
-1008.7,-1008.7,-2017.4
-1008,-1008,-2016.01
-132.005,-33.106,-165.111
-1011.31,-1011.31,-2022.62
-1011.2,-1011.2,-2022.4
-1009.7,-1009.7,-2019.4
-30.001,-31.411,-61.412
-1010.6,-1010.6,-2021.2
-1007.4,-1007.4,-2014.8
-29.401,-29.401,-58.802
-1012.51,-1012.51,-2025.02
-1009.51,-1009.51,-2019.02
-1008.6,-1008.6,-2017.2
-129.903,-29.917,-159.82
-1008.4,-1008.4,-2016.8
-1011.71,-1011.71,-2023.42
-36.005,-137.8,-173.805
-1008.6,-1008.6,-2017.2
-1008.7,-1008.7,-2017.4
-1007.1,-1007.1,-2014.2
-1010.2,-1010.2,-2020.4
-1008.8,-1008.8,-2017.61
-1010,-1010,-2020
-1008.5,-1008.5,-2017.01
-1007.8,-1007.8,-2015.6
-1012.8,-1012.8,-2025.61
-29.911,-30.002,-59.913
-1008.11,-1008.11,-2016.23
-1013.9,-1013.9,-2027.8
-1010.7,-1010.7,-2021.4
-1007.1,-1007.1,-2014.2
-1011.2,-1011.2,-2022.4
-1012.7,-1012.7,-2025.4
-1012.9,-1012.9,-2025.8
-1008.4,-1008.4,-2016.81
-1011.7,-1011.7,-2023.4
-1007,-1007,-2014
-1009.7,-1009.7,-2019.41
-1009.61,-1009.61,-2019.22
-30.101,-133.1,-163.201
-1010.2,-1010.2,-2020.4
-131.801,-39.802,-171.603
-1010.91,-1010.91,-2021.82
-1007.9,-1007.9,-2015.8
-1011,-1011,-2022
-1010.91,-1010.91,-2021.81
-1012.2,-1012.2,-2024.4
