type,wx,wy,d1,d2,d3,d4,E_reward,roberto_reward,marvin_reward,reward
exploit,9.035,9.950,0.381,8.637,0.350,1.200,-101.04541015625,-29.506,-44.108,-73.614
exploit,8.585,9.800,0.819,9.056,0.500,1.142,-120.953125,-29.107,-49.411,-78.518
exploit,8.835,9.850,0.639,8.764,0.450,1.118,-126.4775390625,-28.742,-47.444,-76.186
exploit,9.085,9.900,0.555,8.642,0.400,1.150,-127.71435546875,-28.58,-46.086,-74.666
exploit,9.035,9.950,0.398,8.641,0.350,1.200,-101.79638671875,-28.17,-45.866,-74.036
exploit,9.035,9.900,0.547,8.711,0.400,1.150,-120.22509765625,-30.053,-47.353,-77.406
exploit,8.935,9.950,0.350,8.661,0.350,1.204,-98.091796875,-29.854,-43.762,-73.616
exploit,8.585,9.800,0.789,9.007,0.500,1.142,-120.05908203125,-29.745,-47.252,-76.997
exploit,8.935,9.950,0.412,8.752,0.350,1.204,-102.17431640625,-29.286,-46.985,-76.271
exploit,8.485,9.700,1.059,9.084,0.600,1.074,-52.846435546875,-1020.39,-1020.39,-2040.78
exploit,9.085,9.900,0.471,8.691,0.400,1.150,-115.32470703125,-29.879,-47.178,-77.057
exploit,8.985,9.950,0.388,8.677,0.350,1.201,-99.00048828125,-31.136,-46.537,-77.673
exploit,8.885,9.950,0.375,8.662,0.350,1.209,-97.96533203125,-27.622,-44.12,-71.742
exploit,8.985,9.950,0.366,8.682,0.350,1.201,-98.08984375,-31.064,-44.266,-75.33
