type,wx,wy,d1,d2,d3,d4,E_reward,roberto_reward,marvin_reward,reward
-129.201,-33.501,-162.702
-128.202,-33.701,-161.903
-1018.6,-1018.6,-2037.2
-1012.5,-1012.5,-2025
-35.301,-129.501,-164.802
-1011.1,-1011.1,-2022.2
-1023,-1023,-2046.01
-37.601,-200,-237.601
-125.603,-200,-325.603
-1012,-1012,-2024
-1027.2,-1027.2,-2054.41
-138.102,-200,-338.102
-38.601,-200,-238.601
-33.701,-200,-233.701
-1013.1,-1013.1,-2026.2
-127.807,-33.5,-161.307
-36.306,-200,-236.306
-1011.3,-1011.3,-2022.61
-35.1,-193.901,-229.001
-1110.8,-1110.8,-2221.6
-126.207,-31.206,-157.413
-126.302,-32.3,-158.602
-137.101,-109.107,-246.208
-1020.5,-1020.5,-2041
-1010.3,-1010.3,-2020.61
-40.9,-200,-240.9
-126.403,-32.108,-158.511
-34.6,-132.702,-167.302
-131.202,-34.508,-165.71
-38.9,-187.402,-226.302
-1013.6,-1013.6,-2027.2
-34.901,-200,-234.901
-135.701,-42.804,-178.505
-39.802,-200,-239.802
-34.8,-130.6,-165.4
-36.301,-200,-236.301
-126.702,-32.609,-159.311
-133.4,-200,-333.4
-39.917,-200,-239.917
-34.7,-131.014,-165.714
-126.6,-32.101,-158.701
-127.105,-33.003,-160.108
-130.616,-37.7,-168.316
-1011.2,-1011.2,-2022.4
-35.402,-200,-235.402
-43.8,-135.106,-178.906
-1010.8,-1010.8,-2021.6
-1114.9,-1114.9,-2229.8
-1011.9,-1011.9,-2023.81
-1011.9,-1011.9,-2023.8
-129,-33.905,-162.905
-1024.5,-1024.5,-2049.01
-129.705,-33.804,-163.509
-127.604,-32.803,-160.407
-1010.6,-1010.6,-2021.2
-37.301,-200,-237.301
-127.102,-33.102,-160.204
-126.6,-32.901,-159.501
-36.802,-150.505,-187.307
-36.902,-199.401,-236.303
-1025.7,-1025.7,-2051.4
-126.009,-200,-326.009
-42.103,-134.603,-176.706
-126.7,-33.602,-160.302
-127.602,-32.615,-160.217
-1012.4,-1012.4,-2024.8
-127.809,-34.5,-162.309
-39.721,-133.2,-172.921
-34.8,-200,-234.8
-130.5,-36.4,-166.9
-131.401,-37.413,-168.814
-35.003,-172.503,-207.506
-1011.4,-1011.4,-2022.8
-131.609,-133.7,-265.309
-129.403,-32.716,-162.119
-1010.9,-1010.9,-2021.8
-1026.3,-1026.3,-2052.6
-126.102,-32.401,-158.503
-126.012,-33.702,-159.714
-125.602,-32.504,-158.106
-128.5,-34.919,-163.419
-1095,-1095,-2190.01
-127.319,-32.704,-160.023
-1010.4,-1010.4,-2020.81
-1012,-1012,-2024
-1019.6,-1019.6,-2039.2
-35.701,-164.3,-200.001
-129.405,-33.604,-163.009
-127.601,-33.403,-161.004
-127.9,-32.605,-160.505
-1011.51,-1011.51,-2023.02
-1015.31,-1015.31,-2030.62
-128.504,-34.501,-163.005
-134.802,-200,-334.802
-126.901,-33.409,-160.31
-129.603,-32.516,-162.119
-128.701,-33.6,-162.301
-1011.6,-1011.6,-2023.2
-130.001,-173.303,-303.304
-125.802,-33.01,-158.812
