type,wx,wy,d1,d2,d3,d4,E_reward,roberto_reward,marvin_reward,reward
-126.701,-34.701,-161.402
-1123.7,-1123.7,-2247.4
-125.803,-32.6,-158.403
-131.802,-134.104,-265.906
-126.1,-33.508,-159.608
-126.302,-33.414,-159.716
-33.508,-128.501,-162.009
-126.007,-33.404,-159.411
-129.8,-130.703,-260.503
-135.206,-138.903,-274.109
-127.402,-32.704,-160.106
-126.304,-200,-326.304
-125.702,-32.002,-157.704
-131.82,-135.101,-266.921
-126.407,-45.101,-171.508
-126.902,-200,-326.902
-125.901,-32.9,-158.801
-129.801,-130.702,-260.503
-125.921,-31.513,-157.434
-126.803,-33.401,-160.204
-131.701,-133.302,-265.003
-125.91,-31.502,-157.412
-134.701,-141.302,-276.003
-125.309,-32.3,-157.609
-1122.72,-1122.72,-2245.43
-126.702,-34.002,-160.704
-130.601,-131.404,-262.005
-125.604,-33.401,-159.005
-125.603,-32,-157.603
-126.711,-34.4,-161.111
-126.008,-33.701,-159.709
-36.701,-129.801,-166.502
-126.7,-33.4,-160.1
-126.303,-34.504,-160.807
-126.202,-34.601,-160.803
-33.402,-129.603,-163.005
-125.802,-33.701,-159.503
-140.703,-139.417,-280.12
-1137.1,-1137.1,-2274.2
-125.901,-44.902,-170.803
-125.905,-32.003,-157.908
-125.801,-32.403,-158.204
-132.403,-135.402,-267.805
-132.302,-135.312,-267.614
-131.802,-135.4,-267.202
-126.103,-31.601,-157.704
-125.905,-33.1,-159.005
-125.701,-32.3,-158.001
-126.302,-31.703,-158.005
-126.204,-34.136,-160.34
-1123.21,-1123.21,-2246.41
-130.805,-132.309,-263.114
-125.4,-33.901,-159.301
-128.701,-34.721,-163.422
-1121.9,-1121.9,-2243.8
-126.508,-33.106,-159.614
-129.501,-131.305,-260.806
-133.701,-138.4,-272.101
-126.501,-34.408,-160.909
-125.7,-32.801,-158.501
-126.402,-33.102,-159.504
-134.801,-138.402,-273.203
-126.3,-34.1,-160.4
-126.404,-32.802,-159.206
-131.8,-133.402,-265.202
-126.6,-31.5,-158.1
-126.802,-35.8,-162.602
-126.103,-45.926,-172.029
-126.304,-45.81,-172.114
-130.201,-133.001,-263.202
-125.905,-31.604,-157.509
-126.025,-200,-326.025
-127.402,-32.11,-159.512
-128.201,-32.521,-160.722
-125.401,-45.601,-171.002
-129.123,-130.904,-260.027
-134.806,-140.503,-275.309
-126.201,-33.601,-159.802
-125.404,-31.901,-157.305
-133.104,-135.8,-268.904
-129.001,-33.9,-162.901
-126.303,-33.205,-159.508
-131.101,-133.902,-265.003
-126.101,-33.705,-159.806
-132.1,-135.4,-267.5
-135.102,-138.302,-273.404
-126.5,-30.501,-157.001
-125.501,-44.712,-170.213
-129.302,-130.603,-259.905
-132.201,-134.001,-266.202
-130.502,-133.5,-264.002
-1123,-1123,-2246
-126.801,-33.203,-160.004
-35.105,-131.701,-166.806
-126.302,-45.2,-171.502
-125.602,-45.803,-171.405
-126.1,-45.4,-171.5
-129.207,-130.408,-259.615
-126.001,-45.701,-171.702
-126.701,-200,-326.701
